headword,definition
مُلازِم,رتبة | مرافق | مرافق
مُلْتَحِمَة,العين
مُلْتَهِب,مشتعل
مُلْتَوٍ,المُلْتَوِي
مُلْحَة,مُلَح
مُلْحَق,مضموم | مَلاحِقُ | مضموممَلاحِقُ
مُلْحِد,مَلاَحِدَة
مُلْصَق,استيكر
مُلْغٍ,المُلْغِي
مُلْفِت,للنظر
مُمَجْمَج,غير واضح
مُمَيِّز,خاص | مُدْرِك
مُنَاخ,مُنَاخَات
مُنَادٍ,الْمُنَادِي
مُنَاسَبَة,فُرْصَة | ملاءمة | ارتباط
مُنَاظِر,مُجَادِل | مُرَاقِب | مُمَاثِل
مُنَافٍ,مُخَالِف مُعَاكِس
مُنَبِّه,سَاعَة مُنَبِّهَة | محذِّر | سَاعَة مُنَبِّهَة
مُنَعَاءُ,أَمْنَعُ
مُنَوِّر,مثقّف
مُنِيَ,أُصِيبَ
مُنْبَعِث,مرسَل
مُنْتَبِه,يَقِظ
مُنْتَخَب,رياضي
مُنْتَدًى,مُنْتَدَيَات
مُنْتَمٍ,الْمُنْتَمِي
مُنْشَأَة,مُنْشَآت
مُنْطَاد,مَناطِيد
مُنْطَلَق,اِنْطِلاق | بِدَايَة
مُنْعَقِد,مجتمع
مُنْفَتِح,مَفْتوح على غَيْرِه
مُنْفَعِل,مُتَأَثِّر
مُنْكَبّ,منهمك
مُهَوَّس,مصاب بالهَوَس
مُهِمَّة,مَهَامّ
مُهْجَة,مُهَج مُهَجَات
مُهْر,مِهَار أَمْهَار
مُهْمِل,سادر
مُوارٍ,المُواري
مُوالٍ,الموالي
مُوسىً,مَوَاسٍ أَمْوَاس | مَوَاسٍ | أَمْوَاس
مُوسَى,النبي موسى
مُوسِر,مَيَاسِر
مُوصٍ,المُوصي
مُوق,موق العين
مُونَة,مُوَن
مُوَاءَمَة,صلة مواءمة
مُوَائِم,ملائم
مُوَاجَهَة,مجابهة | مقابلة
مُوَارِب,في الكلام
مُوَاصَلَة,مواصلة كهربائية
مُوَاطِن,من نفس البلد
مُوَرِّثَة,جين
مُوَظَّف,مُسْتَثْمَر
مُوَظِّف,مُسْتَثْمِر
مُوَقَّع,وثيقة
مُوَلَّد,هجين
مِئَة,مِئَات
مِبْرَد,مَبَارِدُ
مِبْرَم,مِغْزَل
مِبْصَقَة,مَبَاصِقُ
مِبْضَع,مَبَاضِع
مِتْرَاس,مَتَارِيسُ
مِثَال,مُثُل مِثَالات أَمْثِلَة
مِثْقَاب,مثاقب
مِثْقَال,مَثَاقِيل
مِثْل,أَمْثَال
مِجَزّ,مَجَازّ
مِجْذَاف,مَجَاذِيفُ
مِجْرَفَة,مجارف
مِجْمَرَة,مَجَامِر
مِجْهَار,مُكَبِّر الصَّوْت | مُكَبِّر الصَّوْتمَجَاهِيرُ
مِجْهَر,مجاهر
مِحْبَس,أَدَاة | خاتم
مِحْراث,مَحَارِيثُ
مِحْرَاك,محراك النَّار
مِحْنَة,مِحَن
مِحْوَر,مركز | مَحَاوِرُ
مِخرطة,مخارط
مِخَدَّة,مَخَادُّ
مِخْرَز,مَخَارِزُ
مِخْصَرَة,مَخَاصِر
مِخْلاة,كيس علف للدواب
مِخْلَب,مَخَالِبُ
مِدَاد,سائل يُكتب به
مِدَقَّة,عضو التأنيث في النبات
مِدْفَأَة,مدافئ
مِدْفَع,مَدَافِعُ
مِذْراة,خشبة ذات أَصابع تُذَرَّى بها الحنطة
مِذْوَد,مَذَاوِد
مِذْيَاع,راديو | ميكروفون | راديومَذَايِيعُ
مِرَشَّة,مَرَاشّ
مِرْآة,مَرَايَا
مِرْجَل,مَرَاجِلُ
مِرْحَاض,مَرَاحِيضُ
مِرْساة,مَرَاسٍ المراسي
مِرْفَق,مَرَافِقُ | ميكانيكا
مِرْقَاة,سلم
مِرْنان,رنّان
مِرْوَحَة,مَراوِحُ
مِرْوَد,مَرَاوِد
مِزَاج,أَمْزِجَة
مِزَاح,هَزْل
مِزْلاج,البَاب
مِزْمار,زردمة
مِزْمَار,مَزَامِيرُ
مِزْوَد,مَزَاوِد
مِسَاس,بالأمن | لَمْس | لَمْس
مِسَجَّة,مالج
مِسَلَّة,المسلّة الفرعونيّة | مِسَلاَّت | إبرة كبيرة
مِسَنّ,مَسَانّ
مِسْبَار,مَسَابِيرُ
مِسْبَحَة,مَسَابِحُ
مِسْبَر,مَسَابِرُ
مِسْطَبَة,مَسَاطِب | مدفن مصري قديم
مِسْطَرَة,مَسَاطِرُ
مِسْعَر,مقياس الحرارة | مَوْقِد
مِسْكِين,مَسَاكِينُ
مِسْلَفَة,آلة تُسَوَّى بها الأرض الزراعية
مِسْمَار,مَسَامِيرُ
مِسْمَع,مَسَامِع
مِشْبَك,مَشَابِكُ
مِشْجَب,مَشَاجِب
مِشْرَط,مشارط
مِشْنَقَة,مشانق
مِشْوَار,مسافة | مَشَاوِير | مسافةمَشَاوِير
مِصهر,كهرباء
مِصهركهرباء,مصاهر
مِصَدّ,مِصدم
مِصْبَاح,مَصَابِيحُ
مِصْر,بلد
مِصْرَاع,مَصَارِيع | نصف بيت شعر
مِصْعَد,مَصَاعِدُ
مِصْفاة,مَصَافٍ
مِصْقَع,بليغ
مِضْرَاب,مضاريب
مِضْرَب,خيمة | مِضْرَاب
مِطْبَعَة,مَطَابِع
مِطْرَقَة,العظم المطرقي | مَطَارِق
مِطْوَاع,مُطِيع | مرن
مِظَلَّة,جزء شبيه بالمظلة | شمسية | شمسيةمَظَالّ | مَظَلاَّتمَظَلَّة
مِعْبَر,مركب
مِعْرَاج,مَعَارِيجُ
مِعْرَج,مَعَارِجُ
مِعْزَق,مَعَازِق
مِعْصَرَة,مَعَاصِر
مِعْصَم,مَعَاصِم
مِعْطَف,مَعَاطِف
مِعْلاَق,ما يُعَلَّقُ عليه | ما يُعَلَّقُ عليهمَعَالِيقُ
مِعْمَار,بنَّاء | مهندس | مهندس
مِعْوَل,مَعَاوِلُ
مِعْيَار,مَعَايِير | مَقَايِيسُ
مِغدف,مجذاف
مِغفريات,حشرات
مِغْزَل,مَغَازِل
مِغْسَل,مَغَاسِل
مِغْناج,مغانيج
مِغْوَار,مَغَاوِيرُ
مِفرَاصُ,كماشة | كماشةمفاريص
مِفقس,مفاقس
مِفْتَاح,مَفَاتِيح
مِفْرَش,طاولة | سرير | طاولةمفارش
مِفْرَشسرير,مفارش
مِفْصَلَة,ميكانيك
مِقساس,نبات
مِقَصّ,مَقَاصّ
مِقْبَض,مَقَابِضُ
مِقْدَار,مَقَادِيرُ
مِقْرَاض,مِقَصّ
مِقْرَعَة,الباب | سوط | البابمَقَارِعُ
مِقْرِن,ميكانيك
مِقْضَب,مِنْجَل
مِقْطَع,مَقَاطِع
مِقْلاع,مَقَالِيعُ
مِقْلاَد,مَقَالِيد
مِقْلَمَة,مِقْلَمات
مِقْوَد,رسن | السيارة
مِقْيَاس,عدّاد | عدّادمَقَايِيسُ
مِكبس,بندقية | ميكانيك | مضغظ
مِكواة,مَكَاوِ المكاوي
مِكور,عمامة
مِكْسَحَة,مَكَاسِحُ
مِكْنَسَة,مَكَانِسُ
مِكْيال,مَكَايِيلُ
مِلزمة,ميكانيك
مِلَفّ,إِضْبَارَة غِلاَف | سلك موصل ملفوف
مِلَّة,مِلَل
مِلْء,أَمْلاء
مِلْح,أَمْلاح
مِلْقَط,مَلاقِط
مِمْراع,خصيب
مِنَصَّة,مَنَاصُّ مِنَصَّات
مِنَّة,مِنَن
مِنْبَر,مَنَابِرُ
مِنْحَة,مِنَح
مِنْحَت,آلة
مِنْدَف,مَنَادِفُ
مِنْدِيل,محرمة | محرمةمَنَادِيل
مِنْزَحَة,دَلوِ | دَلوِمَنَازِح
مِنْشَار,مَنَاشِيرُ
مِنْشَفَة,مَنَاشِفُ
مِنْضَحَة,مَنَاضِح
مِنْطَقَة,مَنَاطِقُ
مِنْظَار,المِنْظار الفلكي | مَنَاظِيرُ
مِنْفاخ,منافيخ
مِنْقاش,مَنَاقِيش
مِنْقَاد,مَنَاقِيدُ
مِنْقَار,مَنَاقِيرُ
مِنْك,حيوان ثدييّ
مِنْهَج,مَنَاهِجُ
مِهَاد,مُهُد | فِرَاش قَاع | مُهُد
مِهْمَاز,مَهَامِيز
مِهْنَة,مِهَن
مِيرَاث,مَوَارِيثُ
مِيزَان,مَوَازِينُ
مِيزَة,فَضِيلَة حَسَنَة
مِيعَاد,مَوَاعِيد
مِيقَات,مَوَاقِيتُ
مِيل,أميال
مِينَاء,مَوَانٍ موانئ
مٻ,طويل الذيل
نأبدٔ,إعسار
نائية,النَّائِي
نابلس,الضفة الغربية
نابليون بونابرت,قائد عسكري وإمبراطور فرنسي
نابِض,زنبرك
ناحية,جِهَات | صوب
نادر,أَعِزَّاءُ
نادرة,طُرَف
نارِنْج,شجر
ناصية,طُرَر طُرَّات
ناظِر,مراقب | الْمَدْرَسَة | مُشَاهِد | في مخزن | مراقبنَظَّارَة | نُظَّار
ناقل عصبي,ناقلات عصبية
نامُوس,بعوض
نانت,فرنسا
نبات,وَرَقَات
نبات بري,نباتات برية
نبات دائم الخضرة,نباتات دائمة الخضرة
نبات مزهر,نباتات مزهرة
نبات وعائي,نباتات وعائية
نبراسكا,الولايات المتحدة
نبوخذ نصر,ملك بابل
نجميات,رُتْبَة
نجمية,فصيلة
نخاس,تاجر رقيق
نخاسة,العبيد
ندٔ,غير مسموح به
نرفانا,البوذية
نزعة,مُيُول
نسب,أُصُول
نصرانيّ,نَصارى
نصف قطر,أنصاف أقطار
نصف ناقل,أنصاف نواقل
نصيحة,توصية
نصير,أَوْلِيَاء وَلِيَّات
نطً,حاسِر
نظام,أَجْهِزَة
نظام تشغيل,أنظمة تشغيل
نظام خبير,نظم خبيرة
نظير مشع,نظائر مشعة
نعنع,نبات
نعي,غير مميت
نفس,أَرْوَاح
نفسدي,نفسي جسدي
نفقة,كُلَف
نقابة مهنية,نقابة مهن
نقطة,شِيَات
نقطة تفتيش,نقاط تفتيش
نقى,غير مساند
نقي العظام,نِقي العظم
نقيلة,نقائل
نكرة,شخص تافه
نموذج,آيَات آي
نوبي,نوبيون
نور الحسين,زوجة الملك الراحل الحسين بن طلال
نورث كارولينا,شمال كارولينا
نورماندي,منطقة في شمالي فرنسا
نورنبيرغ,مدينة في ألمانيا
نوروز,أول وم في السنة الإيرانية
نوع,أَفانِينُ | أَلْوَان
نوع من الزقزاق,طائر
نون,حرف عربي
نوويد,نيوكليوتيد
نويع,تحت النوع
ني,غير مدعو
نية,سَرَائِرُ
نيرة,عملة نيجيريّة
نيروبي,عاصمة كينيا
نيشان,وسام
نيفادا,الولايات المتحدة
نيلي,خاص بالنيل
نينوى,مدينة قديمة | أحد المحافظات العراقية
نيو ساوث ويلز,أستراليا
نيوترون,نوترون
نيوجيرزي,الولايات المتحدة
نيومايسين,مضاد حيوي
نيومكسيكو,الولايات المتحدة
نيويورك,نيو يورك
نَاءٍ,نائيةالنَّائِي
نَائِب,في البرلمان | مندوب | مندوبنُوَّاب
نَائِح,نَوَائِح
نَائِم,نِيَام نُوَّام
نَاب,أَنْيَاب
نَابِغ,نَوَابِغُ
نَابِغَة,نَوَابِغُ
نَاتِج,نواتج
نَاجٍ,النَّاجِي
نَاجِم عن,ناتج عن
نَاحِيَة,نَوَاحٍ النواحي | منطقة | منطقةنَوَاحٍ | النواحي
نَادٍ,نَوَادٍ أَنْدِيَة
نَادِر,نَوَادِرُ
نَادِرَة,شيء نادر | طرفة
نَار,نِيَران
نَازِلَة,نَوَازِلُ
نَاسُور,نَوَاسِير
نَاسِخ,نُسَّاخ
نَاسِك,نُسَّاك
نَاصَبَ,عَدَاوَةً إلخ
نَاصِيَة,الشعر | الشَّارِعِ | الشعرنَوَاصٍ | النَّوَاصِي
نَاصِيَة الشَّارِعِ,نَاصِيَة الشَوَارِع
نَاطُور,نَوَاطِيرُ
نَاطِق,متحدث
نَاعِب,سَرِيع
نَاعِم,نَوَاعِمُ
نَاف,نَافَات
نَافَ,عَلاَ أَشْرَفَ
نَافَى,ناف
نَافِذ,مخترق | المفعول | مخترق
نَافِذَة,نَوَافِذُ
نَافِلَة,عَطِيَّة
نَاقُوس,نَوَاقِيسُ
نَاقِد,نُقَّاد نَقَدَة
نَاقِص,الفعل الناقص | طرح
نَاقِل,ناقل الكهرباء | نَقَلَة
نَامٍ,النَّامِي
نَامُوس,نَوَامِيسُ
نَاهِد,نَوَاهِدُ
نَاهِض,نُهَّض نَوَاهِضُ
نَاوَلَ,مُنَاوَلَة
نَاي,آلة نَفْخ موسيقية
نَبَأ,أَنْبَاء
نَبَاتيّ,آكل | عالم
نَبِيذ,أَنْبِذَة
نَبِيل,نُبَلاءُ
نَبِيه,مشهور | مشهورنُبَهَاء
نَبِيّ,أَنْبِيَاءُ
نَبَّهَ,حذّر
نَبُّوت,نَبَابِيتُ
نَبْتَة,نَبَتَات نَبْت
نَبْرَة,الصوت
نَتَأَ,ينتئ
نَتِيجَة,نَتَائِجُ
نَثَرَ,الكلام
نَجَمَ,الدَّيْنَ
نَجَّمَ,الدَّيْنَ
نَجْد,أَنْجُد
نَجْدَة,شجاعة
نَجْس,أَنْجَاس
نَجْم,جرم
نَحَلَ,أهدى
نَحَمَ,تَنَحْنَحَ
نَحَي,مَخَضَ
نَحِيل,نَحْلَى
نَحْس,نُحُوس أَنْحُس
نَحْلَة,نَحْل
نَحْو,علم النحو | جهة | طريقة | طريقةأَنْحَاء
نَحْوَ,صوب
نَحْوِيّ,عالم نحو
نَخْل,غربلة
نَخْلَة,نَخْل نَخِيل
نَدِبَ,اندمل
نَدِيم,نُدَمَاء
نَدِيّ,نَدٍ
نَدْوَة,حلقة دراسية | النادي | مجلس
نَذِير,نُذُر
نَذْل,أَنْذَال نُذُول
نَرْجِس,نبات
نَرْد,لعبة النرْد | لعبة الطاولة
نَزَا,وَثَبَ | الحيوانُ
نَزَاهَة,استقامة | تَجَرُّد
نَزَحَ عن,رَحَلَ عن
نَزَعَ,خَلَعَ قَلَعَ | الملكية | خَلَعَ
نَزَعَ إلى,اِشْتَاقَ
نَزَعَ عن,من الوظيفة | كَفَّ
نَزَفَ,مَاءَ
نَزَلَ بـ,أَصَابَ
نَزَلَ عن,تَخَلَّى
نَزِق,طائش
نَزِيح,بَعِيد
نَزِيل,نُزَلاَءُ
نَزّ,نُزُوز أَنْزَاز
نَزَّهَ عن,أَبْعَدَ
نَزْع,الملكية | سلاح | النَّزْع الأَخِير | من منصب | النَّزْع الأَخِير
نَزْعَة,نَزَعَات
نَزْوَة,نَزَوَات
نَسَب,أَنْسَاب
نَسَخَ,الكتاب | أبطل
نَسَق,نَمَط نِظام | نَمَط
نَسَلَ,ينسل النسيج
نَسَمَة,ربو | فَرْد | فَرْدنَسَمَات | نَسَم
نَسِيب,حسيب | أَنْسِبَاءُ
نَسِيج,العَنْكَبُوت | بنية | في التشريح وعِلم النبات | منسوج | منسوجنُسُج | نَسَائِج | أَنْسِجَة
نَسِيج وَحْدِه,لا نظير له
نَسِيم,نَسَائِمُ
نَسِيَ,اِنْسَ
نَسْخ,إِبْطال
نَسْر,نُسُور
نَسْل,أَنْسَال
نَسْنَاس,نَسَانِيسُ
نَشَرَ,قوات | قطع بالمِنْشار | أذاع | أصدر
نَشِيد,أَنَاشِيد
نَشِيط,نُشَطَاء نَشَاطَى
نَشَّاب,نَشَّابَة
نَشَّافَة,منشفة
نَشَّى,عالج بالنَّشَا
نَشْر,إعلان | قطع بالمِنْشار | توزيع الأعمال المطبوعة | بسط | ترويج | إعلان | توزيع الأعمال المطبوعة | ترويج
نَشْرَة,نَشَرَات
نَشْوَة,جذل | سُكْر
نَصَعَ,اِنْصَعْ
نَصَف,إنصاف
نَصِيب,قدر | حصة
نَصِيحَة,نَصَائِحُ
نَصِير,أَنْصَار نُصَرَاءُ
نَصّ,حكم | نُصُوص
نَصَّبَ,عيّن
نَصْب,احتيال
نَصْل,نِصَال
نَضَحَ,رشّ | بلّل | رشح
نَضْح,رشح
نَظَر,فحص | أَنْظَار | بصيرة | بصيرةأَنْظَار
نَظَرِيّ,بصري
نَظِير,نظير إشعاعي | نُظَرَاء
نَظِيرنظير إشعاعي,نظائر
نَظِيرَ,مقابل
نَظِيف,أنظف | نُظَفَاءُ نِظَاف | نُظَفَاءُ | نِظَافأنظف
نَظَّارَة,نَظَّارَات | حضور
نَظَّرَ,رَأَى
نَظْم,تأليف
نَعَامَة,نَعَام نَعَائِمُ | نَعَام | نَعَائِمُ
نَعَرَ,الدَّابَّةُ
نَعِيق,البوم | الغراب | البوم
نَعْت,نُعُوت
نَعْجَة,نَعَجَات نِعَاج
نَعْسَان,نُعْس
نَعْش,نعوش
نَعْل,أَحْذِيَة | نِعَال
نَعْناع,جنس نباتي
نَغَم,أَنْغَام
نَغَمأَنْغَام,نَغْم
نَغْل,كلب
نَغْم,أَنْغَام
نَغْمأَنْغَام,نَغَم
نَغْمَة,نغمة جوال | نَغَمَات أَنْغَام
نَفَاذ,سريان
نَفَخَ,الهواء | ضخّم | بفمه
نَفَذَ,سرى
نَفَذَ إلى,اخترق
نَفَر,جماعة | شخص | جماعةأَنْفَار
نَفَس,أَنْفَاس
نَفَق,أَنْفَاق
نَفَقَ,الدّابةُ | نفد
نَفَقَة,نَفَقَات نِفَاق
نَفَل,عَطِيَّة | غَنِيمَة | نبات
نَفَى عن,أبعد
نَفِير,بُوق
نَفِيس,نِفَاس
نَفِيسَة,نَفَائِسُ
نَفَّاث,سَاحِر | محرك نفاث
نَفْحَة,الريح | هديّة | الطيب | الريحنَفَحَات | هديّةنَفَحَات | الطيبنَفَحَات
نَفْس,ذات | روح
نَفْطَة,نِفَاط
نَفْي,إبعاد
نَقَرَ,الطائر
نَقَرَ على,قرع
نَقَرَ في,حفر
نَقَشَ,حفر | نحت
نَقَلَ,روى
نَقَهَ,شُفِيَ
نَقِه,نُقَّه
نَقِيب,نُقَبَاءُ | في الجيش
نَقِيصَة,نَقَائِصُ
نَقِيض,نَقَائِض
نَقّار,نقار الخشب
نَقَّبَ عن,فتّش
نَقْد,انتقاد | نُقُود
نَقْدِيّ,مَالِيَّ | بحث مقال
نَقْر,قرع | تجويف في خشبة | حفر
نَقْرَة,نَقَرَات
نَقْش,حَفْر | رَسْم | نحت | كلام منقوش | حَفْرنُقُوش | رَسْمنُقُوش
نَقْص,عجز
نَقْض,دحض | إِبْطَال | هَدْم | خرق | هَدْمأَنْقَاض | نُقُوض
نَقْل,نسخ
نَكَلَ,نَكَصَ تَرَاجَعَ
نَكَلَ بـ,عَاقَبَ
نَكِرَة,إِسْم | غير معروف | إِسْم
نَكَّلَ بـ,عَاقَبَ
نَكْبَة,نَكَبَات
نَكْسَة,إِخْفاق | عودة المرض
نَمَا,اُنْمُ
نَمَط,نوع | طريقة | طريقةأَنْمَاط | نِمَاط
نَمُوذَج,نَمَاذِجُ نَمُوذَجَات | نَمَاذِجُ | نَمُوذَجَات
نَمِر,أَنْمَار نُمُور
نَمِيمَة,نَمَائِمُ
نَمَّ على,نَمَّ عن
نَمَّام,وُشَاة وشاء
نَمْلَة,نَمْل نَمَلات
نَهَار,أَنْهُر نُهُر
نَهَضَ,أدار
نَهَقَ,الحمار
نَهِيق,الحمار
نَهْب,نِهاب نُهُوب
نَهْر,أَنْهَار
نَهْضَة,نِهَاض نَهَضَات | ازدهار | انبعاث
نَوَاة,نَوىً نَوَيَات | قلب
نَوَى,قَصَدَ
نَوّ,عاصفة
نَوَّار,أيار
نَوَّرَ,أضاء | ثقافيّاً | أزهر
نَوَّعَ,جعلها أنواعًا
نَوَّهَ بـ,دَعَا
نَوْء,أَنْوَاء
نَوْبَة,نُوَب نَوْبَات
نَوْر,أَنْوَار
نَوْرَس,نوارس
نَوْط,أَنْوَاط
نَوْل,أجرة | منول
نَيْزَك,نَيَازِكُ
نَيْط,نِيَاط
نُبْذَة,نُبَذ | ملخص | نُبَذ
نُبْذَةملخص,نُبَذ
نُتْفَة,نُتَف
نُخَاع,نُخُع | نقي العظم | نُخُع
نُخَاعنقي العظم,نُخُع
نُخْبَة,نُخَب
نُدْرَة,قلة الأمطار | قلة وجود
نُدْفَة,نُدَف
نُزُل,أَنْزَال
نُزُول,إقامة
نُزْهَة,نُزَه
نُسْخَة,نُسَخ
نُسْك,تزهد
نُشَّاب,نَشَاشِيب
نُصُب,أَنْصَاب
نُطْفَة,نِطَاف نُطَف
نُقْرَة,نُقَر | في شبكية العين | نُقَر
نُقْطَة,نُقَط نِقَاط | قطرة | مركز عسكري
نُكْتَة,نُكَت نِكَات
نُهىً,نُهْيَة
نُهْزَة,فرصة
نُهْزَةفرصة,نُهَز
نُوتِيّ,بحار
نِبْرَاس,مِصْبَاح
نِحَالَة,تربية النحل
نِدّ,أَنْدَاد | خصم
نِزَاع,احتضار | خلاف
نِسْبَة,مُعَدَّل | قرابة | نسبة مئوية | عَزْو | قرابةنِسَب | عَزْونِسَب
نِسْبَةمُعَدَّل,نِسَب
نِسْبَةنسبة مئوية,نِسَب
نِصَاب,أصل | نصاب قانونيّ | مقبض السكين
نِصَابأصل,نُصُب
نِصَابمقبض السكين,نُصُب
نِصَابنصاب قانونيّ,نُصُب
نِصْف,منتصف | منتصفأَنْصَاف
نِطَاق,حزام | نُطُق | نُطُق
نِطَاقحزام,نُطُق
نِظَام,نُظُم أَنْظِمَة | انضباط | نظام الحكم | ترتيب | طَرِيقَة | ترتيبنُظُم | أَنْظِمَة
نِظَامِيّ,انضباطي
نِعْمَة,نِعَم نِعْمَات
نِقَاب,نُقُب
نِقَابِيّ,عضو
نِقْمَة,سخط
نِكْل,قيد
نِمْس,نُمُوس
نِهَائِيّ,قطعي
نِهَايَة,مصير | نتيجة | حدّ | نِهَايَات مَنْهَاة | نتيجةنِهَايَات | مَنْهَاة
نِيشَان,نَيَاشِينُ
نِيَّة,عزم | قصد
نِيَّةعزم,نِيَّات | نَوَايَا
نِيَّةقصد,نِيَّات | نَوَايَا
نِيْء,نَيّ
ن٥,مِطْبَخ
هاء,حرف عربي
هابيل,ابن آدم
هابِطة,هوابط
هاتف ذكي,هواتف ذكية
هادِف,هَوَادِفُ
هاذٍ,الهَاذِي
هافانا,عاصمة كوبا
هاكر,قرصان حاسوب
هاكرقرصان حاسوب,هاكرز
هالاخاه,الشريعة اليهودية
هام على وجهه,تَاهَ
هانوي,عاصمة فيتنام
هاوي الرياضة,هواة الرياضة
هايبرماركت,هايبر ماركت
هجر,نصف النهار
هذا,هذه
هرتز,هيرتز
هرطوقيّ,هراطقة
هرمون تناسلي,هرمونات تناسلية
هرمون تنتجه الغدة النخامية,ملاتونين
هرمونيكا,هارمونيكا
هز,قَيْد
هستيريا,هيستيريا
هلمند,أفغانستان
هليونين,حمض أميني
هندباء,نبات
هنري بوانكاريه,رِياضِيّ فرنسيّ
هنولولو,عاصمة هاواي
هوائي,هوائيات
هونغ كونغ,هونج كونج
هيئة,أَجْهِزَة
هيكتور بيرليوز,مؤلف موسيقي فرنسيّ
هيمالايا,هِمَلاَيَا
هَائِل,مخيف | كَبِير
هَاتُوا,هَاتِي
هَاتِ,أَعْطِنِي
هَاتِف,هَوَاتِف | صائح
هَاجِس,خاطِر | خاطِرهَوَاجِس
هَالَة,هَالات
هَامِش,حاشية | حاشيةهَوَامِشُ
هَاوٍ,هُوَاة
هَاوَن,هَوَاوِينُ
هَاوِيَة,الْهَاوِي
هَبَطَ,نزل
هَبَّ,تحرّك | عصف | تحرّك
هَبْطَة,سقطة
هَبْوَة,هَبَوَات
هَتْف,صِيَاح
هَتْك,العرض | تمزيق | فضح | العرض | تمزيق
هَجَا,تهجّأ
هَجِيع,جزء من الليل
هَجِين,هجائن
هَجَّان,هَجَّانَة
هَجْمَة,هَجَمَات
هَدَأَ,يَهْدَأ
هَدَرَ,زمجر | الرعد
هَدِيَّة,منحة
هَدَّأَ,يهدئ
هَذَى,إهذ
هَذَيَان,هَذَى
هَذَّبَ,قلّم | أدب
هَرَفَ,بالغ في المدح
هَرَم,أَهْرَام
هَرَمِيّ,تَرَاتُبِيّ | هرمي الشكل
هَزَأَ بـ,يهزأ
هَزِيع,جزء من الليل
هَزِيعجزء من الليل,هُزُع
هَزِيل,هَزْلَى
هَزِيمَة,هَزَائِمُ
هَزَّة,هَزَّات
هَشَاشَة,بشاشة
هَضَمَ,الحقّ
هَضْبَة,هِضَاب
هَفَّ,على
هَفْوَة,هَفَوَات
هَلْ,أداة استفهام
هَلْوَسَة,هلاوس
هَمَزَ,لَمَزَ
هَمّ,هُمُوم
هَمَّ,أهمية
هَمَّام,فعّال
هَمْزَة,حرف عربي
هَمْسَة,هَمَسَات
هَنَّ,بَكَى | بَكَىهِنَّ
هَنَّأَ,هنّئ
هَوًى,أَهْوَاء
هَوَاء,رِيح | مناخ | جَوّ
هَوَس,جُنُون
هَوَّلَ على,أَفْزَعَ
هَوْر,أَهْوَار
هَوْل,أَهْوَال
هَيُولَى,هَيُولَى الخَلِيَّة
هَيِّن,أَهْوِنَاءُ
هَيْئَة,منظمة | هيئة الأساتذة | شَكْل صُورة | منظمةهَيْئَات | هَيْآت
هَيْبَة,اعتبار | مَخَافَة
هَيْكَل,بنية
هُبُوط,هبوط الطائرة
هُتَاف,تشجيع
هُجُوم,هُجُومَات
هُدهُد,طائر
هُدهُدطائر,هداهد
هُدَاة,الْهَادِي
هُدْب,الثوب | أَهْدَاب | الثوبأَهْدَاب
هُدْنَة,سكون | هُدَن | هُدَن
هُدْنَةسكون,هُدَن
هُرَاء,لَغْو
هُرَيْرَة,هِرَّة صغيرة
هُلْبَة,هُلْب
هُنَاكَ,يُوجَد | هُنَالِكَ
هُوَّة,هُوىً
هِبَة,هِبَات
هِجَاء,تهجية
هِجَائِيّ,ألفبائي
هِجْرِس,ثَعْلَب قِرْد
هِجْرِيّ,تاريخ
هِرَاوَة,سلاح عبارة عن عصا غير حادة
هِرّ,هِرَرَة
هِزَبْر,أَسَد | أَسَدهَزَابِرُ
هِلاَل,أَهِلَّة أَهَالِيلُ
هِلاَلَة,غضروف هلالي
هِمَّة,هِمَم | نشاط | هِمَم
هِمَّةنشاط,هِمَم
هِنْدِيّ,هنود
هِيسْتِيرِيّ,هِسْتِيرِيّ
واجب بيتي,واجبات بيتية
واجهة,وُجُوه
واحة سيوة,مصر
وازِن,من يزن
واسِط,متوسط
واشنطن,الولايات المتحدة
واشٍ,نَمَّام
واطن,بلدي
وافٍ,كَافٍ تَامّ
واق,طائر
وانٍ,الوَانِي
واهٍ,الوَاهِي
واو,حرف عربي
واوي,ابن آوى
وايومنغ,الولايات المتحدة
وجهة نظر,مَوَاقِفُ
وحدة عسكرية,وحدات عسكرية
وحيد القرن,كركدن
وخز,طُعُون
ورطة,مشكلة
ورقة النعوة,اوراق النعوة
ورقة مصرفية,أوراق مصرفية
وريد أجوف,وريدان أجوفان
وزن الديك,ملاكمة
وزن الريشة,ملاكمة
وزن خفيف,ملاكمة
وزير الخارجيّة,وزراء الخارجيّة
وزير الداخِليَّة,وزراء الداخِليَّة
وزير الدفاع,وزراء الدفاع
وزير المالية,وزراء المالية
وسيلة,طُرُق طَرَائِق
وسيلة الراحة,وسائل الراحة
وشيظ,قطعة عظم
وشيعة,مغزل
وشيك,أقربُ
وطاء,هيبوثالامس
وطف,وطفاء
وعاء دموي,أوعية دموية
وفاء,عُهُود
وقت النّوم,أوقات النّوم
وقح,سُلَطَاءُ
وقف إلى جانب,دعم
وقوف إلى جانب,دعم
وكالة الأنباء,وكالات الأنباء
وما شابه ذلك,وما أشبه ذلك
وى,آو
ويسكنسن,الولايات المتحدة
ويسكي,شراب كحولي
ويسكي أسكتلندي,شراب كحولي
وَابُور,مصباح | قطار | محرك | مصباح | باخرة
وَابِل,مَطَر شَدِيد | من الرَّصاص
