headword,definition
syndicate,to join together into a syndicate; to publish simultaneously in a number of media | a consortium; a group of individuals or organizations combined to promote a common cause; a news agency that sells material to newspapers for simultaneous publication
synecdoche,figure of speech (e.g. using a part to represent the whole)
synechia,adhesion of the the iris to the cornea or lens
synecology,ecology of interrelationships among communities of organisms
synodic,relating to the conjunction of celestial bodies
synodical,relating to the conjunction of celestial bodies | relating to a synod
synonymously,in a synonymous manner | in a synonymous mannerA
synopsis,synopses
synoptic,constituting a synopsis presenting general view; taking the same point of view
synoptic gospels,three of the four New Testament gospels (Matthew Mark and Luke)
synoptical,constituting a synopsis presenting general view; taking the same point of view
synostosis,abnormal fusion of neighbor bones
synovioma,tumor that develops from the synovial membrane
synthesis,syntheses
synthesizer,synthesiser
syphilitic,relating to syphilis
Syracuse,city in southeastern Sicily
Syracusian,of Syracuse (city in southeastern Sicily)
Syria,country in the Middle East
Syrian,a citizen of Syria | of Syria relating to Syria
syringe,medical device used for injecting or sucking fluids
syringoma,skin tumor that derives from sweat gland cells
syrinx,panpipe
syrup,sirup | sirupLQ
system,order method; regime organization
syzygial,relating to the conjunction or opposition of celestial bodies
syzygy,conjunction or opposition of celestial bodies
T cell,T lymphocyte type of white blood cell
T-bill,a Treasury bill
T. E. Lawrence,Lawrence of Arabia
T.S. Eliot,Thomas Stearns Eliot American-born British poet; won the Nobel prize for literature (1888-1965) | Thomas Stearns Eliot | American-born British poet; won the Nobel prize for literature (1888-1965)
Ta'if,city in the Mecca Province | Saudi Arabia
taa,a letter of the Arabic alphabet
tabacism,tobacco intoxication
tabagism,tobacco intoxication
tabby,> tabby gato de pelaje atigrado | > tabby | gato de pelaje atigrado
Tabernacle,a portable sanctuary in which the Jews carried the Ark of the Covenant on their exodus
tabes,gradual emaciation
table,a slab | to propose to present formally for discussion | a set of data arranged in rows and columns | a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs
tableau,tableaux tableaus
tablecloth,covering of a dining
tabletop,top of a table
tabloid,newspaper in small format usually illustrated and containing sensational material
taboo,tabu
tabular,arranged in a table; flat
tabulate,to arrange as a table | to arrange as a tableB
tachistoscope,device that displays a stimulus for a short amount of time (used by psychologists)
tachycardia,rapid heartbeat
tachycardy,rapid heartbeat
tachylalia,rapid speech
tachyphagia,rapid eating
tachyphemia,speech disorder involves rapid speaking
tachyphrasia,rapid speech
tachyphrenia,abnormally rapid thinking
tacit,silent implied not explicitly stated
taciturn,silent reserved not talking much
tack,to change course | to fix with temporary long stitches | course of a ship; course of action | to fasten with a tack | short broad-headed nail | to fasten with a tackB
tack on,to fix to to attach
tacky,tackier tackiest | tackier | tackiestB
tactical,of or pertaining to tactic or tactics
tactual,tactile
taekwondo,Korean martial art
taffrail,the aftermost railing around the stern of a ship
taffy,flattery
tag line,a slogan or a punch line
tagboard,strong cardboard
Tahiti,island in the south Pacific
tail end,end rear end
tailboard,tailgate
tailed,having a tail
tailing,residue
tailor-made,custom-made (of clothes)
tailored,custom-made (of clothes)
tailpiece,an appendage added to smth
tain,thin tin plate
Taipei,capital of Taiwan | capital of TaiwanF
Taj Mahal,mausoleum in Agra (India)
Tajikistan,republic in southeast central Asia
take,a recording of a movie scene | a approach an interpretation | to require (time money etc.) | income profit | to seize to capture | to receive | to grasp to get into one's hands | a recording of a movie sceneM | a approach | an interpretationM
take a bow,to bow
take a crack at,to attempt try to do | to attempt | try to do
take a dig at,to insult to pester
take a hike,go away | to go away
take a look,to look at
take a nose dive,to fall rapidly
take a pass,to forgo the opportunity (to do smth etc.)
take a shine to,to develop a liking or fondness for
take a shot at,to attempt try to do | to attempt | try to do
take a stab at,to try attempt to (do smth); to guess
take a swipe at,to hit at
take aback,to surprise greatly | to surprise
take account of,take into consideration
take action,to act
take after,to be similar to resemble
take aim,to point towards (a weapon a camera etc.)
take care,to pay attention to watch out to be careful | to look after; to arrange
take care of,to look after; to arrange
take criticism,to be criticized
take down,to remove | to write down
take effect,be relevant be valid | be relevant | be valid
take exception to,to object strongly to
take for,mistakenly believe to be
take fright,to become frightened
take heart,to take courage
take heat,to take the blame to take criticism
take heed,pay attention
take hold,to hold to grasp | to hold | to grasp
take hold of,to take control of
take hostage,to kidnap
take in,to fool to hoax | to take up mentally | to suck or take up or in
take inventory,to take stock
take issue,to disagree to have a different opinion | to disagree | to have a different opinion
take it,to assume | to endure
take it that,to assume to presume | to assume | to presume
take kindly to,to welcome be agreeable to
take long,to be time-consuming
take no chances,take no risks
take note,to observe to note
take office,to assume an office
take on,to assume to acquire to adopt; to undertake to deal with to confront; to accept to let in
take one's own life,to commit suicide
take pains,try very hard (to accomplish smth)
take pity,to feel sorry for | to feel sorry foron
take place,to happen
take pride in,to be proud of
take seriously,to regard seriously
take sides,to support (a side or party) to side with
take smo to task,to reprimand to criticize
take stock,to examine a situation carefully to make an estimate or appraisal | to take an inventory
take the liberty,to allow oneself
take the plunge,to do smth daring or risky
take the rap,to bear responsibility
take to,to develop a habit to begin with | to have a fancy or particular liking for | to have a fancy or particular liking for
take to heart,be upset by to take smth personally
take turns,to alternate
take up arms,prepare to go to war
take wing,to fly
take your time,do not hurry
takeaway,prepared food to be eaten in a different location
takeout,prepared food to be eaten in a different location
taketo grasp to get into one's handsMtook,taken
taketo receiveMtook,taken
taketo require (time money etc.)Mtook,taken
taketo seize to captureMtook,taken
taking,contagious | attractive charming
taking aback,surprising greatly
taking care,being careful or prudent; attending to looking after
tale,a lie | a rumor | a story a narrative | a lieM
talent,a special natural ability
talk,to speak to express using words; to discuss | an act of talking; a discussion; a speech; rumor gossip
talk (smo) round,to persuade
talk shop,to discuss one's profession or business
talk turkey,to speak honestly to talk business
talker,smo who talks; smo who gives a speech
talkily,talkatively
talking,speaking
talking point,a succinct statement helping to support an argument or discussion; subject for discussion
talking-to,reprimanding scolding | reprimanding | scolding
tall,exaggerated hard to believe | high; higher than average | exaggerated | hard to believetaller | tallestD
tall order,a challenging task a formidable requirement
tall tale,an improbable story a story with unbelievable elements
Tallinn,capital city of Estonia
tally,to keep score; to determine the sum of | to be compatible or consistent | a score; counting reckoning; a bill for an amount due
talon,claw of a bird or a predatory animal
taloned,clawed armed with talons
talus#1,anklebone
talus#2,sloping mass of rocks
tam,tam-o'-shanter woolen cap
tam-o'-shanter,woolen cap
tamarack,American larch
tamarin,squirrel-sized New World monkey
tamarind,Tamarindus indica
tamarisk,type of shrub
Tamazight,Berber language
tambour,an embroidery hoop a circular frame for embroidering | a small drum
tame,tamer tamest
tameness,domestication the quality of been tamed | domestication | the quality of been tamed
Tammuz,the tenth month of the Hebrew calendar
tampion,plug for the gun muzzle
tan,tangent | tanner tannest
Tanakh,the Hebrew Scripture
tanatophobia,abnormal fear of death
tandem,one behind the other | bicycle with two sets of pedals and two seats | an arrangement one behind another (as opposed to side-by-side)
tang,sharp taste or smell
Tanganyika,an East African territory (a former state)
tangency,the state of being tangent
tangent,ratio of the opposite to the adjacent side of a right-angled triangle | a sudden digression or change of course | tangent line straight line that touches a curve at a point
tangential,having only a slight relevance | erratic diverging from course | relating to or along a tangent
tangible,can be felt touchable real | smth that is tangible | can be felt | touchable | realB | smth that is tangibleB
Tangier,a city of north Morocco
tangy,tangier tangiest | tangier | tangiest
Tanis,city in the Nile delta Egypt | city in the Nile delta | Egypt
tank,an enclosed armored military vehicle | to fail badly; to crash | a large (usually metallic) vessel
tank top,a tight-fitting sleeveless shirt
tankard,a drinking vessel
tantalite,black mineral; ore of tantalum
tantalization,the act of tormenting or teasing | the act of tormenting or teasingtantalisation
tantalize,to torment; to tease
tantalum,hard metallic element (Ta)
tantamount,equivalent
tantara,trumpet fanfare
tantivy,at full speed | a fast gallop
tantrum,a fit of anger
Tanzanian,a resident of Tanzania | of Tanzania | a resident of Tanzania&M&M
tap,to eavesdrop | a faucet; a beat a rap | to install a tap | to pierce | to strike to rap | to strike | to rapB
tap into,to establish a connection with; to take advantage of; to use as a resource
tap water,drinking water from a faucet
tapered,narrowing becoming thinner at one end
tapeworm,a parasitic flatworm
taphonomy,study of fossil formation
taphophilia,attraction to cemeteries
tapir,hoofed mammal resembling swine
tapper,smo who taps; an eavesdropper; a tapster | smo who taps; an eavesdropper; a tapsterB
tapster,a tavern keeper who taps kegs or casks
tar#1,to cover with tar | pitch | to cover with tarA | pitchA
tar#2,a sailor
taradiddle,nonsense; a trivial lie
Taraxacum,genus that includes the dandelions
tardy,tardier tardiest | tardier | tardiest
target,a small shield | to select smth as a target | to direct to aim (at smth or smo) | aim goal; object used as the aim (e.g. in a shooting range) | aim | goal; object used as the aim (e.g. in a shooting range)AL
Tariq ibn-Ziyad,a Muslim Berber general (died 720 AD)
tarlatan,thin muslin fabric
tarmac,a runway | to cover with tarmac | a road paved with tar and broken stone | paving material of tar and broken stone
tarmacadam,tarmac
tarn,a mountain lake
tarnish,to make dirty to stain | stain; layer of corrosion
tarnished,stained smudged
taro,tropical plant
tarp,tarpaulin cover
tarpaulin,heavy-duty waterproof cloth
tarry,stay lingering
tarsus,tarsi
tart,type of pastry
tartane,a small single mast ship used for fishing or trading
Tartar,a Tatar
tartar,type of sauce
Tartarean,relating to Tartarus or Hell | relating to Tartarus or HellTartaros
Tartarus,Hell
tartuffe,a hypocrite smo who pretends to be pious
Tashkent,capital city of Uzbekistan
taskwork,hard work
Tasmania,Australian island and state
Tasmanian,relating to of Tasmania (Australian island)
Tasmanian devil,carnivorous marsupial
tasseled,fringed or adorned with tassels
tasty,tastier tastiest | tastier | tastiest
TAT,Thematic Apperception Test
Tatar,the Tatar language
tater,potato
tatter,torn garment rag | tear (smth); be torn | torn garment | ragB
tatterdemalion,tattered | person in ragged and tattered clothing
tatters,ragged clothing rags | ragged clothing | rags
taught,taught
taunt,to harass with criticism to mock to provoke | mockery jeering remark
taupe,of greyish-brown color | greyish-brown color | of greyish-brown color
Taurus,second sign of the zodiac
taut,tauter tautest
tauten,to tighten
tautologic,redundant expressing the same idea with different words
tautological,redundant expressing the same idea with different words
tautology,expressing an idea by unneeded repetition of words saying the same thing
tavern,a bar an inn
tawdriness,showiness
tawdry,in a tawdry manner | gaudy showy cheap | a cheap finery
tawny,tawnier tawniest | tawnier | tawniestA
tax,to make heavy demands on | to impose a tax on
taxidermist,animal stuffer
taximan,taximen
taxing,wearing tiring
taxis,movement of an organism toward or away from an external stimulus
taxon,a taxonomic group | a taxonomic grouptaxa
taxpayer,the payer of taxes
TBD,to be discussed to be done etc.
Tbilisi,capital city of Georgia
Tchaikovsky,Pyotr Ilych Tchaikovsky Russian composer (1840-1893)
TCP IP,Transmission Control Protocol/Internet Protocol
Te Deum,Christian hymn of praise
tea cozy,tea cosy
tea party,social gathering at which tea is served
teach,to instruct to pass knowladge to others to educate
teach-in,a conference extended session on a specific and often controversial issue
teachership,position of teacher
teaching,education profession of a teacher
teachings,a precept a doctrine | a precept | a doctrine
team,of a team | to from a team | a group in sports | a group of people | a group in sportsR | a group of peopleR
team up,to form a team
team up with,to join forces with
teammate,a member in a team
teapot,pot for tea
teapoy,small tea table
tear down,to destroy
tear duct,lacrimal canaliculi
tear#1,to shed tears | a drop of clear salty saline solution secreted by the lacrimal glands
tear#2,to rip to rend | a rip a rend; the act of tearing
teargas,gas that causes tears | gas that causes tearstear gas
teary,tearier teariest | tearier | teariestQ
tease out,to untangle to release; to clarify
teaspoon,spoon for tea a small spoon | spoon for tea | a small spoon
teat,a nipple
techie,an expert in technology or computers a technician
techiean expert in technology or computers a technician,techyK
technetium,radioactive metallic element (Tc)
technic,technique | technical
technically,with regard to technique or technology; according to the facts
ted,to spread (e.g. hay or straw) | to spread (e.g. hay or straw)K |
tedious,boring not interesting
tedium,boredom weariness
tee off,to begin | to anger to make (smo) angry | to start the first hole (in a game of golf) | to anger | to make (smo) angry
teem#1,to become pregnant | to swarm be full with | to swarm | be full withR
teem#2,to pour down (of rain) | to pour down (of rain)R
teen,a teenager
teen-ager,a teenager
teeny,tiny very small
teenytiny very small,teenier | teeniestR
teetotal,abstaining from alcohol | to abstain from alcohol
teetotaling,abstaining from alcohol
teetotalism,abstaining from alcohol
teetotum,a spinning top
tefillin,phylacteries (Judaism)
tegular,of tiles
Tehran,capital city of Iran
Tel Aviv,city in Israel on the east coast of the Mediterranean
telangiectasia,widening of the capillaries
telecast,to broadcast via the television | telecast
telecom,telecommunication | telecommunicationK
telegenic,looks attractive on television
telegenically,in a way that looks attractive on television
telemarketing,a method of direct marketing over the phone
teleomorph,sexual reproductive stage (in fungi)
telephone line,telephone wire telephone connection
telephonophobia,fear of telephones
telescope,shorten become shorter
teletherapy,external beam radiotherapy
telic,having or denoting a purpose
tell,to inform to say | to inform | to sayKtoldtold
tell off,to rebuke to reprimand
tell on,to inform on (smo) to betray | to inform on (smo) | to betray
tellurian,inhabitant of the earth
telophase,the final stage of meiosis
telpher,telfer
telpherage,telferage
Telstar,the first communications satellite (launched in 1962)
temerarious,rash daring
temp,a temporary worker | to work as a temporary worker | to work as a temporary workerK
temper,nature
temper tantrum,emotional outburst (usually associated with children or those in emotional distress)
temperamentally,by temperament
temperate,moderate mild
temperateness,restraint self-restraint
template,templet
temple#1,a place used for worship; a church
tempo,tempos tempi
temporal#1,of this earth secular | of time relating to time; transient passing | of this earth | secularK
temporal#2,relating to the temples
temporary worker,a worker hired on a temporary basis
tenability,defensibility plausibility
tenableness,plausibility reasonableness | plausibility | reasonableness
tenably,in a tenable way
tenacity,determination persistency
tenalgia,tendon pain
tench,type of freshwater fish
tend#1,to have a tendency to be disposed
tend#2,to look after; to run to manage; to serve
tendentious,marked or governed by a strong tendency
tender,tenderer tenderest
tenderhearted,emotional; having a gentle nature
tendinitis,inflammation of the tendons
tendo,tendon
tendon,a strong cord which connects bone to the muscle
tendovaginal,relating to the tendon and its sheath
tendril,threadlike stem by which some twining plants attach themselves to an object for support
tenebrific,dark gloomy
tenebrious,dark gloomy
tenebrous,dark gloomy
tenement,residence within a house
tenet,a belief a dogma; one of the principles on which a belief or theory is based
tenfold,ten times as much | consisting of ten parts | ten times as muchK |
Tennessee,state in the United States
tennis racket,a piece of equipment used to play tennis | a piece of equipment used to play tennistennis racquet
tenodynia,tendon pain
tenon,projection that fits into a mortise (in woodwork)
tenor#1,male voice above baritone
tenor#2,the time left for the repayment (of a loan bill of exchange etc.) | general meaning purport
tense#1,to make tense | to become tense | taut or rigid; stretched tight; (of a person situation etc.) in a state of tension; nervous | taut or rigid; stretched tight; (of a person | situation etc.) in a state of tension; nervoustenser | tensestK
tense#2,grammatical tense a verb category that expresses distinctions of time
tensible,ductile tensible | ductile | tensible
tenth,one of 10 equal parts 1/10 | ordinal number matching the number 10 in a series
tenure,holding of a position or office; act of holding smth | occupation
tepefy,to make or become lukewarm
tepid,lukewarm
tepidity,being lukewarm
tepidly,lukewarmly
tepidness,lukewarmness
terabyte,unit of information equal to 1012 bytes
teratophobia,abnormal fear of deformed people or bearing a malformed child
tercel,a male hawk
tercet,triplet
terete,cylindrical and tapering (mainly Botany)
tergiversate,to abandon one's belief
term,a condition a requirement | to name to designate with a term | a specified period of time | a semester an academic term | a word a phrase | a semester | an academic termL
termer,smo who serves a period of time
terminal,a station; ending point an end; electrical connection; fatal | final last of the end
terminally ill,terminal patient
terminate,to end to finish | to end | to finishL
termination,act of terminating; conclusion end edge; outcome result; suffix (of a word)
terminology,collection of terms used in a specific field or discipline | the study of terms
terminus,last station; extremity end | last station; extremity | endtermini
terminus a quo,starting point
termite,white ant
tern#1,type of seabird
tern#2,trio set of three
ternary,of three
terpene,type of hydrocarbon (C5H8)
Terpsichore,the muse of dance and music
terra,land
terra cotta,semifired ceramic clay; brownish-red ceramic wares made of it
terra firma,land ground lit. 'firm land'
terra incognita,unknown land
terrain,a piece of ground having specific characteristics
terrane,region bounded by geological faults
terraqueous,relating to or consisting of both water and land
terrene,earthly mundane of this world
terribly,awfully in a terrible way | extremely very much
terricolous,living on the ground
terrier,type of hunting dog
terrific,causing great fear | excellent | huge very big or intense
terrified,frightened scared
terrify,to frighten to cause great fear | to frighten | to cause great fear
territorial,relating to a territory
territory,area district domain | area | district | domainK
terror,great fear horror
terrorize,terrorise
terse,terser tersest
terseness,conciseness
tervalent,trivalent
test,to examine; to experiment | examination; experiment
test ban,ban on the testing of nuclear
testament,a covenant | an evidence | a will
testator,testatrix
tester#1,smo who tests
tester#2,a canopy over a four-poster bed
testify,to show to prove | to give a testimony | to show | to proveK
testily,in a petulant manner
testiness,touchiness
testosterone,male sex hormone
testudo,testudines testudos
testy,testier testiest | testier | testiest
tetany,involuntary muscle convulsion
tetchy,tetchier tetchiest
tetrad,four
tetrahedron,tetrahedra tetrahedrons
tetter,skin disease
Teutons,an ancient Germanic people which inhabited northern Europe
Tevet,the fourth month of the Hebrew calendar
Tevetthe fourth month of the Hebrew calendar,Tebet
Texas,state in south United States
text,to send a text message (esp. SMS message) | written or printed words script; body of a written work
textual,relating to text
textuary,relating to text
texture,the feel of a surface; structure physical composition
thaa,a letter of the Arabic alphabet
Thabit ibn Qurra,Arab astronomer and mathematician (836-901)
Thai,the Thai language | the Thai languageF
Thailand,country in South East Asia
thalassic,relating to the sea
thalassocracy,dominion over the seas
Thales,presocratic Greek philosopher and astronomer (624-546 BC)
Thalia,the muse of comedy and idyllic poetry
Thames,the Thames River (in England) | the Thames River (in England)K
thanatophobia,abnormal fear of death
Thanatos,the personification of death
thane,a man granted land by the king; a feudal lord or baron
thanks to,by the help of because of
Thanksgiving,Thanksgiving Day
thanksgiving,an expression of thanks (esp. to God)
thankworthy,commendable deserving praise | commendable | deserving praise
that does it,enough I have had enough of it an expression of losing one's patience
that is,that is to say meaning
that is to say,meaning namely
that is why,that's why that be why
that said,however after saying that
thaumaturge,sorcerer magician | a worker of miracles a magician | a worker of miracles | a magician
thaumaturgical,relating to magic or sorcery
thaumaturgist,a worker of miracles a magician | a worker of miracles | a magician
thaumaturgy,wonderworking working of miracles
thaw,melting | to melt to become soft (of ice); cause to thaw
the Adversary,the Devil
the American Dream,a national ethos of the United States; the aspiration of Americans to live better than their parents did
the Americas,North America and South America
the authorities,the ruling government | the ruling government
The Bard,epithet of Shakespeare
The Bastille,a fortress in Paris; was used as a state prison by the kings of France
the bends,decompression sickness
the cloth,the clergy's attire; the clergy's profession
the Devil,Satan
the die is cast,the decision has been taken and must be kept to
the elements,the forces of nature; weather conditions
The Gambia,republic in West Africa
the game is over,the game be over
the game is up,the jig is up
the general,the general public
the golden years,the golden age
the jig is up,the game is up
the last,the end death
the latter,the second one (of two objects or people)
the lay of the land,the general situation
The Little Prince,famous book by Antoine de Saint-Exupry; originally written for children
the meat of,the essence of the chief part of
the other day,a few days ago
the people,the masses
The Prince,'Il Principe' a political treatise by Niccolo Machiavelli (pub. 1532)
The Redeemer,Jesus Christ
the runs,diarrhea
the sack,dismissal from employment
the same goes for,the situation is the same for
The Savior,Jesus Christ
The Star-Spangled Banner,the American national anthem
the States,the United States
The Stranger,a novel by Albert Camus
the tube,television
the verdict is still out on,verdict still out
The Virgin,the Virgin Mary
The Waste Land,a poem by T.S. Eliot; was published in
theater,between tactical and strategic (of weapons) | an area a region of activity | a playhouse; a cinema | an area | a region of activitytheatre | a playhouse; a cinematheatre
theater prompter,theatre prompter
Theban,relating to Thebes of Thebes | relating to Thebes | of Thebes
Thebes,city in Greece | city in ancient Egypt | city in ancient Egypt
theca,sac case sheath | sac | case | sheath
thecoma,benign ovarian neoplasm
thee,you (in objective case)
theme,a topic a subject | an essay
theme park,an amusement park
thence,from that place
theogony,the genealogy of gods
theology,the study of religion | the study of religion
theorem,a proposition; a mathematical statement
theoretically,in theory
theory,a belief a speculation a hypothesis | group of assumptions or principles | speculation hypothesis
therapeutical,therapeutic
there,to that place | in that place; existing (as in 'there is')
there is,there are
there is no choice but,there be no choice but
there isthere are,there be | there's
there's one born every minutethere is always smo who can be easily deceived,one born every minute
there's the rub,here is the difficulty (from Hamlet 3.1)
thereabouts,approximately near a place
thereat,at that place; at that time
thereby,because of that by that means
therefor,for that
therefore,hence consequently
therefrom,from that place
therein,in that thing
thereinafter,in the following part (of a document)
thereinto,into that place
thereof,of that thing from that source
thereon,on that thing
thereto,in addition to that place
theretofore,before that time
thereunder,under that thing
thereupon,after that
therewith,after that
therewithal,besides
theriomorphic,having a form of an animal (of a deity)
thermae,public hot baths (in ancient Greece or Rome)
thermionic valve,vacuum tube
thermistor,thermal resistor
thermostable,can maintain its characteristics under heat
thesaurus,treasury repository | a book of synonyms; a dictionary | a book of synonyms; a dictionarythesauruses | thesauri
thesaurustreasury repository,thesauruses | thesauri
these days,nowadays in our time | nowadays | in our time
Theseus,king of Athens; killed the Minotaur (in Greek Mythology)
thesis,theses
thespian,theatrical
theta rhythm,theta wave a type of brain wave characterized by a relatively low frequency
theta wave,a type of brain wave characterized by a relatively low frequency
thew,muscles strength | muscles | strengththews b
they are,they're
they say,it is said that
they will,they'll
thiamine,vitamin
thick,middle | stupid | (make ~)
thicken,to make thick; to become thick
thicket,dense growth of bushes a brush
thickhead,a blockhead a stupid person | a blockhead | a stupid person
thickheaded,stupid
thickness,the distance through an object (as opposed to width and height) a layer; quality of being thick | the distance through an object (as opposed to width and height) | a layer; quality of being thick
thicko,person who is mentally retarded
thickstupid,thicker | thickest
thief,criminal who steals a burglar
thieve,to steal
thieving,stealing
thin,to make thin cause to be thin | (make ~) | not thick narrow; not dense | not thick | narrow; not densethinner | thinnest
thin market,market with a low number of sellers and buyers
thin reed,smo or smth that cannot be depended on in a difficult situation
thine,yours | yours
thingamajig,whatchamacallit smth unspecified whose name is either forgotten or not known
thingmabob,smth unspecified whose name is either forgotten or not known
thingmajig,smth unspecified whose name is either forgotten or not known
thingumabob,smth unspecified whose name is either forgotten or not known | smth unspecified whose name is either forgotten or not knownthingumbob
thingummy,whatchamacallit
think,to believe to conceive | to aim to intend | to cerebrate to cogitate | to aim | to intend Qthoughtthought
think better of,to reconsider to alter one's plans
think nothing of,to consider unimportant
think of,to have an opinion
think tank,an organization that conducts research and engages in advocacy
thinker,a prominent intellectual
thinner,substance used for diluting
thionic,sulfurous of sulfur
third,one of 3 equal parts 1/3 | ordinal number matching the number 3 in a series
third estate,the common people
third rail,rail that supplies current to an electric locomotive; hot potato a controversial subject that tends to be avoided
Third Reich,the name of Nazi Germany during the years 1933-
Third World,3rd World
Third-World,of the Third World
thirl,to bore to drill; to thrill | to bore | to drill; to thrill
thirsty,thirstier thirstiest | thirstier | thirstiest
thirteenth,ordinal number matching the number 13 in a series | one of 13 equal parts
thirties,the decade from 30 to
thirtieth,ordinal number matching the number 30 in a series | one of 30 equal parts
thither,toward that place | farther | toward that place
Thomas,Saint Thomas
Thomas Hobbes,English political philosopher (1588-1679)
Thomas Jefferson,3rd President of the United States (1743-1826) | third president of the United States
thong,type of backless sandal
thoracalgia,chest pain
thoracic,of the thorax
thoracodynia,chest pain
thoracomyodynia,pain in the muscles of the chest wall
thorax,chest
thorium,a radioactive metallic element Th
thorn,hawthorn | a spine
thorny,difficult causing distress | spiky having many thorns
thorough,exhaustive complete utter
thoroughbred,of high quality
thoroughgoing,profound; complete
thoroughly,exhaustively
thorp,village
Thoth,an ancient Egyptian deity
thou,you
thought,thought | the cognitive process or its contents | an idea an opinion
thoughtful,having or showing profound thought; considerate
thoughtfulness,contemplation | consideration considerate regard for others
thoughtless,not caring not considerate
thoughtway,way of thinking
thousand,the number
Thracians,inhabitants of ancient Thrace
thrall,a slave | slavery
thrash,to beat hard and repeatedly
thrash out,to discuss vehemently to consider well
thrasher,threshing machine
thrasonical,boastful
thread,thread of execution
threadbare,tattered worn out; repeated too often banal
thready,threadier threadiest | threadier | threadiest
threat,cause of danger; a statement intended to frighten
threaten,be a cause of danger; to intimidate to express a threat
threatened,under a threat in danger
thresh,to beat hard to thrash | to beat the seeds out of
thresher,threshing machine
threshold,beginning
threw,thrown
thrice,three times | very extremely
thrift,parsimony being careful with money
thriftless,spending money not caring for the future
thrifty,thriftier thriftiest | thriftier | thriftiest
thrill,feel or cause to feel a thrill | feeling of pleasurable excitement; smth that causes a thrill | feeling of pleasurable excitement; smth that causes a thrill
thrilling,exciting causing a thrill
thrive,to flourish to grow vigorously
thrived throve,thrived thriven
throaty,throatier throatiest | throatier | throatiest
thrombasthenia,genetic platelet disorder
thrombocyte,blood platelet
throng,to press together (of a ctrowd) | gathering of people mob
thronged,jammed crowded
throttlehold,chokehold total power or control over smth or smo
through,done finished | to completion from the beginning to the end completely | unobstructed direct | by means of; in the midst of between; because of
throughout,during all
throughput,rate of data transfer through a channel
throw,to push forward to project; to dispose of to get rid of; to give birth to (of an animal) | act of throwing
throw a curve,to surprise (smo) with a problem
throw a party,to arrange a party
throw away,to get rid of; to cast
throw doubt on,to suggest or hint that (smth) is not true
throw in,to include to add as an extra
throw in the towel,to give up | to concede
throw light on,to make (smth) clear
throw off,to get rid of
throw out,to throw or cast away; force to leave or move out
throw up,to vomit
throwaway,an advertisement (usually printed on a page or in a leaflet) intended for wide distribution
thru,by means of through
thrust,thrust
thruway,expressway
thulium,silvery metallic element (Tm)
thumping,very large
thunderhead,a cumulonimbus cloud seen during a thunderstorm
thurible,metal censer suspended from chains in which incense is burned during worship services
thuringia,region of southern Germany
thus far,until now
thusly,thus
thwack,to blow to strike | a blow
thwart,a crosspiece used as a seat in a rowboat | prevention frustration | to frustrate to hinder or prevent (the efforts or plans of) | a crosspiece used as a seat in a rowboat | to frustrate | to hinder or prevent (the efforts or plans of)
thwarter,smo who obstructs or thwarts
thy,your
thyme,type of aromatic plant | type of aromatic plant
thymoleptic,an antidepressant drug
thymoma,tumor of the thymus
thyromegaly,goiter abnormal enlargement of the thyroid gland
thyrotoxicosis,hyperthyroidism excessive production of thyroid hormones
thyrotropin,thyroid-stimulating hormone hormone that stimulates the thyroid gland
thyrse,a dense flower cluster
thyrsus,a dense flower cluster | a staff an ornamented spear | a dense flower cluster | a staff | an ornamented spear
thyself,yourself
Tianjin,city in northeastern China
Tiber,a river of central Italy
Tiberias,city in north Israel
tibia,tibiae
tick away,to pass (time)
tick off,to make angry or annoyed | to mark to make a check mark near (an item)
tick#1,to make a clicking or ticking sound | to put a check mark on or next to | a moment | a mark; a metallic tapping sound; (Stock Exchange) the smallest amount by which the price of a security may fluctuate
tick#2,a small parasitic arachnid that feeds on blood of warm-blooded animals
tick#3,credit
tick#4,a light mattress
tick-tack-toe,noughts and crosses game in which two players alternately put crosses and circles in a 3 | noughts and crosses | game in which two players alternately put crosses and circles in a 33 gridtit-tat-toe
ticker,a watch | telegraph or other device which prints out information on paper | the heart
ticket,a label | a list of candidates | a traffic ticket | to provide with a ticket; to label | an entry pass
tickle,to stroke lightly; to be appealing to
tickler,bewildering problem; a tickler file; smo who tickles
ticklish,sensitive
tidal,of the tide caused by tides | of the tide | caused by tides
tide,turning tendency | an opportunity | time season (usu. in combinations e.g. 'Christmastide' 'springtide') | cause to float with the tide; to surge | to help | periodic rise and fall of the sea level | turning | tendencyF |
tidings,news
tidy,tidier tidiest | to put (things or a place) in order
tidy up,to put (things) in order
tiepin,a decorative pin used to hold the tie in place
tiff,a quarrel an argument | a quarrel | an argumentQ
TIFFE,Tokyo Financial Futures Exchange
tiffin,lunch a midday meal (India) | lunch | a midday meal (India)
tiger,tigress
tigerish,merciless fierce | merciless | fierce
tight,tighter tightest | tighter | tightestF
tight-ass,a repressed or stingy person
tighten,to make or become tight to restrict to limit
tightfisted,stingy miserly
tights,a close-fitting garment
tightwad,a miserly person
Tikrit,town in Iraq; home town of Saddam Hussein
til,sesame
til now,until now
Tilia,genus of trees
till#1,until (some event) | until up to (a specific time)
till#2,a drawer a cash register
till#3,to cultivate (land)
tillable,can be cultivated (of a land)
tiller,smo who tills the land | smo who tills the landQ
tiller#2,handle that used
