headword,pos,definition,examples,synonyms
two-year,adjective,having a life cycle lasting two seasons [adj.all],"a biennial life cycle | parsnips and carrots are biennial plants often grown as annuals | ""a biennial life cycle"" | ""parsnips and carrots are biennial plants often grown as annuals""",biennial
two-year-old,adjective,two years of age [adj.all],,
twofold,adjective,having more than one decidedly dissimilar aspects or qualities [adj.all] | twice as great or many [adj.all],"a double (or dual) role for an actor | the office of a clergyman is twofold; public preaching and private influence | every episode has its double and treble meaning | ""a double (or dual) role for an actor"" | ""the office of a clergyman is twofold","double, dual, two-fold, treble, threefold, three-fold, doubled"
twopenny,adjective,of trifling worth [adj.all],,"sixpenny, threepenny, tuppeny, two-a-penny, twopenny-halfpenny"
twopenny-halfpenny,adjective,of trifling worth [adj.all],,"sixpenny, threepenny, twopenny, tuppeny, two-a-penny"
twoscore,adjective,being ten more than thirty [adj.all],,"forty, 40, xl"
tympanic,adjective,resembling a drum [adj.pert] | associated with the eardrum [adj.pert],,
tympanitic,adjective,of or relating to tympanites [adj.pert],,
typic,adjective,being or serving as an illustration of a type [adj.all],"the free discussion that is emblematic of democracy | an action exemplary of his conduct | ""the free discussion that is emblematic of democracy"" | ""an action exemplary of his conduct""","emblematic, exemplary"
typical,adjective,exhibiting the qualities or characteristics that identify a group or kind or category [adj.all] | of a feature that helps to distinguish a person or thing [adj.all] | conforming to a type [adj.all],"a typical American girl | a typical suburban community | the typical car owner drives 10,000 miles a year | a painting typical of the Impressionist school | a typical romantic poem",distinctive
typographic,adjective,relating to or occurring or used in typography [adj.pert],"the typographic art | a typographical error | ""the typographic art"" | ""a typographical error""",typographical
typographical,adjective,relating to or occurring or used in typography [adj.pert],"the typographic art | a typographical error | ""the typographic art"" | ""a typographical error""",typographic
tyrannic,adjective,characteristic of an absolute ruler or absolute rule [adj.all],an authoritarian regime | autocratic government | despotic rulers | a dictatorial rule that lasted for the duration of the war | a tyrannical government,"authoritarian, autocratic, dictatorial, despotic, tyrannical"
tyrannical,adjective,marked by unjust severity or arbitrary behavior [adj.all] | characteristic of an absolute ruler or absolute rule [adj.all],"the oppressive government | oppressive laws | a tyrannical parent | tyrannous disregard of human rights | ""the oppressive government""","oppressive, tyrannous, authoritarian, autocratic, dictatorial, despotic, tyrannic"
tyrannous,adjective,marked by unjust severity or arbitrary behavior [adj.all],"the oppressive government | oppressive laws | a tyrannical parent | tyrannous disregard of human rights | ""the oppressive government""","oppressive, tyrannical"
tyrolean,adjective,of or relating to or characteristic of the Tyrol or its people [adj.pert],"Tyrolean yodeling | ""Tyrolean yodeling""",Tyrolese
tyrolese,adjective,of or relating to or characteristic of the Tyrol or its people [adj.pert],"Tyrolean yodeling | ""Tyrolean yodeling""",Tyrolean
tzarist,adjective,of or relating to or characteristic of a czar [adj.pert],,"czarist, czaristic, tsarist, tsaristic"
u,adjective,(chiefly British) of or appropriate to the upper classes especially in language use [adj.all],,
u-shaped,adjective,shaped in the form of the letter U [adj.all],,
ubiquitous,adjective,being present everywhere at once [adj.all],,omnipresent
ugandan,adjective,of or relating to or characteristic of Uganda or its people [adj.pert],"Ugandan game parks | ""Ugandan game parks""",
ugly,adjective,displeasing to the senses [adj.all] | inclined to anger or bad feelings with overtones of menace [adj.all] | morally reprehensible [adj.all] | provoking horror [adj.all],"an ugly face | ugly furniture | ""an ugly face"" | ""ugly furniture"" | a surly waiter","surly, despicable, vile, slimy, unworthy, worthless, wretched, atrocious, frightful, horrifying, horrible"
ukrainian,adjective,of or relating to or characteristic of Ukraine or its people or culture [adj.pert],,
ulcerated,adjective,having an ulcer or canker [adj.all],,"cankerous, ulcerous"
ulcerative,adjective,of or relating to or characterized by ulceration [adj.pert],"ulcerative colitis | ""ulcerative colitis""",
ulcerous,adjective,having an ulcer or canker [adj.all],,"cankerous, ulcerated"
ulnar,adjective,relating to or near the ulna [adj.pert],,
ult,adjective,in or of the month preceding the present one [adj.all],"your letter received on the 29th ult | ""your letter received on the 29th ult""",ultimo
ulterior,adjective,lying beyond what is openly revealed or avowed (especially being kept in the background or deliberately concealed) [adj.all] | beyond or outside an area of immediate interest [adj.all] | coming at a subsequent time or stage [adj.all],"subterranean motives for murder | looked too closely for an ulterior purpose in all knowledge | ""subterranean motives for murder"" | ""looked too closely for an ulterior purpose in all knowledge""- Bertrand Russell | a suggestion ulterior to the present discussion","subterranean, subterraneous, later(a), posterior"
ultimate,adjective,furthest or highest in degree or order [adj.all] | being the last or concluding element of a series [adj.all],the ultimate achievement | the ultimate question | man's ultimate destiny | the ultimate insult | one's ultimate goal in life,
ultimo,adjective,in or of the month preceding the present one [adj.all],"your letter received on the 29th ult | ""your letter received on the 29th ult""",ult
ultra,adjective,(used of opinions and actions) far beyond the norm [adj.all],"extremist political views | radical opinions on education | an ultra conservative | ""extremist political views"" | ""radical opinions on education""","extremist, radical"
ultra vires,adjective,beyond the legal power or authority of a person or official or body etc [adj.all],"an ultra vires contract | ""an ultra vires contract""",
ultraconservative,adjective,extremely conservative [adj.all],,
ultramarine,adjective,of a brilliant pure blue to purplish blue color [adj.all],,
ultramicroscopic,adjective,too small to be seen without an ultramicroscope [adj.pert],,
ultramodern,adjective,extremely modern [adj.all],"Dadism and ultramodern art | ""Dadism and ultramodern art""",
ultramontane,adjective,of or relating to ultramontanism [adj.pert] | on or relating to or characteristic of the region or peoples beyond the Alps from Italy (or north of the Alps) [adj.all] | on the Italian or Roman side of the Alps [adj.all],"ancient transalpine Gaul was an area northwest of the Alps and included modern France and Belgium | Cracow was a transalpine university | ""ancient transalpine Gaul was an area northwest of the Alps and included modern France and Belgium"" | ""Cracow was a transalpine university"" | ancient cisalpine Gaul included an area south and east of the Alps","transalpine, cisalpine"
ultranationalistic,adjective,fanatically patriotic [adj.all],,"chauvinistic, flag-waving(a), jingoistic, nationalistic, superpatriotic"
ultrasonic,adjective,having frequencies above those of audible sound [adj.all],,supersonic
ultraviolet,adjective,having or employing wavelengths shorter than light but longer than X-rays [adj.all],"ultraviolet radiation | an ultraviolet lamp | lying outside the visible spectrum at its violet end | ""ultraviolet radiation"" | ""an ultraviolet lamp""",
umbel-like,adjective,resembling an umbel in form [adj.all],,umbellate
umbellar,adjective,bearing or consisting of or resembling umbels [adj.pert],,umbellate
umbellate,adjective,bearing or consisting of or resembling umbels [adj.pert] | resembling an umbel in form [adj.all],,"umbellar, umbel-like"
umbelliferous,adjective,relating to or belonging to plants of the family Umbelliferae [adj.pert],,
umbelliform,adjective,resembling or in the form of an umbel [adj.pert],,
umber,adjective,of the color of any of various natural brown earth pigments [adj.all],,
umbilical,adjective,relating to or resembling the umbilicus [adj.pert],"umbilical cord | ""umbilical cord""",
umbilicate,adjective,depressed like a navel [adj.all],,
umbrageous,adjective,filled with shade [adj.all] | angered at something unjust or wrong [adj.all],"the shady side of the street | the surface of the pond is dark and shadowed | we sat on rocks in a shadowy cove | cool umbrageous woodlands | ""the shady side of the street""","shady, shadowed, shadowy, indignant, incensed, outraged"
umbrella,adjective,covering or applying simultaneously to a number of similar items or elements or groups [adj.all],"an umbrella organization | umbrella insurance coverage | ""an umbrella organization"" | ""umbrella insurance coverage""",
umbrella-shaped,adjective,shaped in the form of an umbrella [adj.all],,
umbrellalike,adjective,resembling an umbrella [adj.all],,
umpteen,adjective,innumerable but many [adj.all],,umteen
umpteenth,adjective,last in an indefinitely numerous series [adj.all],,"umteenth, umptieth"
umptieth,adjective,last in an indefinitely numerous series [adj.all],,"umpteenth, umteenth"
umteen,adjective,innumerable but many [adj.all],,umpteen
umteenth,adjective,last in an indefinitely numerous series [adj.all],,"umpteenth, umptieth"
un-american,adjective,considered contrary to the best interests of the United States [adj.all],,
un-come-at-able,adjective,difficult to reach or attain [adj.all],,"un-get-at-able, ungetatable"
un-get-at-able,adjective,difficult to reach or attain [adj.all],,"un-come-at-able, ungetatable"
unabashed,adjective,not embarrassed [adj.all],"a tinseled charm and unabashed sentimentality | an unembarrassed greeting as if nothing untoward had happened | ""a tinseled charm and unabashed sentimentality""- Jerome Stone | ""an unembarrassed greeting as if nothing untoward had happened""",unembarrassed
unabated,adjective,continuing at full strength or intensity [adj.all],"the winds are unabated | the popularity of his books among young people continued unabated | ""the winds are unabated"" | ""the popularity of his books among young people continued unabated""",
unable,adjective,(usually followed by `to') not having the necessary means or skill or know-how [adj.all] | (usually followed by `to') lacking necessary physical or mental ability [adj.all] | lacking in power or forcefulness [adj.all],"unable to get to town without a car | unable to obtain funds | ""unable to get to town without a car"" | ""unable to obtain funds"" | dyslexics are unable to learn to read adequately","unable(p), ineffective, ineffectual"
unabridged,adjective,(used of texts) not shortened [adj.all],"an unabridged novel | ""an unabridged novel""",
unabused,adjective,not physically abused [adj.all],treated properly,
unaccented,adjective,used of syllables [adj.all] | (used of vowels or syllables) pronounced with little or no stress [adj.all],"an atonic syllable carries no stress | ""an atonic syllable carries no stress"" | a syllable that ends in a short vowel is a light syllable | a weak stress on the second syllable | ""a syllable that ends in a short vowel is a light syllable""","atonic, light, weak"
unacceptable,adjective,not adequate to give satisfaction [adj.all] | not acceptable [adj.all] | used of persons or their behavior [adj.all] | not conforming to standard usage [adj.all],"the coach told his players that defeat was unacceptable | ""the coach told his players that defeat was unacceptable"" | a word unacceptable in polite society | an unacceptable violation of personal freedom | not welcome","impossible, insufferable, unsufferable, unaccepted"
unaccepted,adjective,not conforming to standard usage [adj.all],"the following use of `access' was judged unacceptable by a panel of linguists; `You can access your cash at any of 300 automatic tellers' | ""the following use of `access' was judged unacceptable by a panel of linguists | `You can access your cash at any of 300 automatic tellers'""",unacceptable
unaccessible,adjective,capable of being reached only with great difficulty or not at all [adj.all],,inaccessible
unaccommodating,adjective,not accommodating [adj.all] | offering no assistance [adj.all],"the unaccommodating bus driver pulled out while she was banging on the door | ""the unaccommodating bus driver pulled out while she was banging on the door"" | rudely unaccommodating to the customers | icily neutral, disagreeably unhelpful | ""rudely unaccommodating to the customers""",unobliging
unaccompanied,adjective,being without an escort [adj.all] | playing or singing without accompaniment [adj.all] | (of a state or an event) taking place without something specified occurring at the same time [adj.all],"the soloist sang unaccompanied | ""the soloist sang unaccompanied"" | a headache unaccompanied by other symptoms | ""a headache unaccompanied by other symptoms""",
unaccountable,adjective,not to be accounted for or explained [adj.all] | free from control or responsibility [adj.all],"perceptible only as unaccountable influences that hinder progress | an unexplainable fear | ""perceptible only as unaccountable influences that hinder progress"" | ""an unexplainable fear""",unexplainable
unaccredited,adjective,lacking official approval [adj.all],,"unlicensed, unlicenced"
unaccustomed,adjective,not habituated to [adj.all] | not customary or usual [adj.all],"unaccustomed to wearing suits | unfamiliar with | ""unaccustomed to wearing suits"" | an unaccustomed pleasure | many varieties of unaccustomed foods",
unachievable,adjective,impossible to achieve [adj.all],"an unattainable goal | ""an unattainable goal""","unattainable, undoable, unrealizable"
unacknowledged,adjective,not recognized or admitted [adj.all] | not openly acknowledged [adj.all],"an unacknowledged emergency | ""an unacknowledged emergency""",
unacquainted,adjective,not knowledgeable about something specified [adj.all] | having little or no knowledge of [adj.all],"American tourists wholly innocent of French | a person unacquainted with our customs | ""American tourists wholly innocent of French"" | ""a person unacquainted with our customs"" | unacquainted with city ways","innocent(p), unacquainted(p), unacquainted with(p), unfamiliar with(p)"
unacquainted with,adjective,having little or no knowledge of [adj.all],"unacquainted with city ways | ""unacquainted with city ways""","unacquainted(p), unacquainted with(p), unfamiliar with(p)"
unacquisitive,adjective,not acquisitive [adj.all],not interested in acquiring or owning anything,
unactable,adjective,not actable [adj.all],"an unactable play | ""an unactable play""",
unadaptable,adjective,not adaptable [adj.all],,
unadapted,adjective,not changed in form or character for a purpose [adj.all] | not having adapted to new conditions [adj.all],"several unadjusted refugees | ""several unadjusted refugees""",unadjusted
unaddicted,adjective,not addicted [adj.all],,
unaddressed,adjective,not addressed [adj.all],"an unaddressed envelope | ""an unaddressed envelope""",
unadjustable,adjective,not adjustable [adj.all],,
unadjusted,adjective,not altered to fit certain requirements [adj.all] | not having adapted to new conditions [adj.all],"an unadjusted figure of 8.5 percent | the unadjusted clock is running fast | ""an unadjusted figure of 8.5 percent"" | ""the unadjusted clock is running fast"" | several unadjusted refugees",unadapted
unadoptable,adjective,difficult to place in an adoptive home [adj.all],,
unadorned,adjective,not decorated with something to increase its beauty or distinction [adj.all],,undecorated
unadulterated,adjective,not mixed with impurities [adj.all],"unadulterated maple syrup | ""unadulterated maple syrup""",
unadventurous,adjective,lacking in boldness [adj.all],,
unadvisable,adjective,not prudent or wise [adj.all],"running on the ice is inadvisable | not recommended | ""running on the ice is inadvisable""",inadvisable
unadvised,adjective,without careful prior deliberation or counsel [adj.all] | having received no information [adj.all],"ill-advised efforts | it would be ill-advised to accept the offer | took the unadvised measure of going public with the accusations | ""ill-advised efforts"" | ""it would be ill-advised to accept the offer""",ill-advised
unaerated,adjective,(used of blood) not supplied with oxygen [adj.all],,unoxygenated
unaesthetic,adjective,violating aesthetic canons or requirements [adj.all],"inaesthetic and quite unintellectual | peered through those inaesthetic spectacles | deficient in tastefulness or beauty | ""inaesthetic and quite unintellectual"" | ""peered through those inaesthetic spectacles""",inaesthetic
unaffected,adjective,undergoing no change when acted upon [adj.all] | unaware of or indifferent to [adj.all] | emotionally unmoved [adj.all] | free of artificiality [adj.all],"entirely unaffected by each other's writings | fibers remained apparently unaffected by the treatment | ""entirely unaffected by each other's writings"" | ""fibers remained apparently unaffected by the treatment"" | insensible to the suffering around him","insensible(p), unaffected(p), unmoved(p), untouched"
unaffecting,adjective,not arousing affect [adj.all],,
unaffectionate,adjective,lacking affection or warm feeling [adj.all],"an uncaring person | ""an uncaring person""","detached, uncaring"
unaffiliated,adjective,not affiliated [adj.all],,
unaffixed,adjective,not affixed [adj.all],"the stamp came loose | ""the stamp came loose""",loose
unafraid,adjective,oblivious of dangers or perils or calmly resolute in facing them [adj.all] | free from fear or doubt [adj.all],"he was secure that nothing will be held against him | easy in mind | ""he was secure that nothing will be held against him""","unafraid(p), fearless, secure, untroubled"
unaged,adjective,not subjected to an aging process [adj.all],"vodka is an unaged liquor from Russia | ""vodka is an unaged liquor from Russia""",
unaggressive,adjective,not aggressive [adj.all],not given to fighting or assertiveness,nonaggressive
unagitated,adjective,not physically disturbed or set in motion [adj.all] | not agitated or disturbed emotionally [adj.all] | not agitated [adj.all],spoke in a calm voice | remained calm throughout the uproar | he remained serene in the midst of turbulence | a serene expression on her face | she became more tranquil,"calm, serene, tranquil"
unaided,adjective,carried out without aid or assistance [adj.all],"his first unaided walk through the park | ""his first unaided walk through the park""",
unaired,adjective,lacking fresh air [adj.all],"a dusty airless attic | the dreadfully close atmosphere | hot and stuffy and the air was blue with smoke | ""a dusty airless attic"" | ""the dreadfully close atmosphere""","airless, close, stuffy"
unairworthy,adjective,not fit to fly [adj.all],,
unalarming,adjective,not alarming [adj.all],assuaging alarm,
unalert,adjective,not alert to what is potentially dangerous [adj.all],,"unwatchful, unvigilant"
unalienable,adjective,incapable of being repudiated or transferred to another [adj.all],"endowed by their Creator with certain unalienable rights | ""endowed by their Creator with certain unalienable rights""",inalienable
unalike,adjective,not alike or similar [adj.all],"as unalike as two people could be | ""as unalike as two people could be""",dissimilar
unalloyed,adjective,free from admixture [adj.all],"unalloyed metal | unalloyed pleasure | ""unalloyed metal"" | ""unalloyed pleasure""",
unalterable,adjective,not capable of being changed or altered [adj.all] | of a sentence [adj.all] | remaining the same for indefinitely long times [adj.all],"unalterable resolve | an unalterable ground rule | ""unalterable resolve"" | ""an unalterable ground rule"" | an unalterable death sentence","inalterable, changeless"
unaltered,adjective,remaining in an original state [adj.all],"persisting unaltered through time | ""persisting unaltered through time""",unchanged
unambiguous,adjective,having or exhibiting a single clearly defined meaning [adj.all] | admitting of no doubt or misunderstanding [adj.all],"As a horror, apartheid...is absolutely unambiguous | ""As a horror, apartheid...is absolutely unambiguous""- Mario Vargas Llosa | unequivocal evidence | took an unequivocal position | an unequivocal success","unequivocal, univocal"
unambitious,adjective,having little desire for success or achievement [adj.all],,ambitionless
unamended,adjective,(of legislation) not amended [adj.all],,
unanalyzable,adjective,representing the furthest possible extent of analysis or division into parts [adj.all],"a feeling is a simple and undecomposable mental state | this weight of evidence is something mystical and unanalyzable | ""a feeling is a simple and undecomposable mental state""- G.S.Brett | ""this weight of evidence is something mystical and unanalyzable""-M.R.Cohen",undecomposable
unanalyzed,adjective,not analyzed or broken down for detailed examination [adj.all],"an unanalyzed compound | unanalyzed data | ""an unanalyzed compound"" | ""unanalyzed data""",
unangry,adjective,not angry [adj.all],,unangry(p)
unanimated,adjective,not animated or enlivened [adj.all],dull,
unanimous,adjective,in complete agreement [adj.all] | acting together as a single undiversified whole [adj.all],"a unanimous decision | ""a unanimous decision"" | a solid voting bloc | ""a solid voting bloc""","consentaneous, consentient, solid, whole"
unannealed,adjective,(of metal or glass) not annealed and consequently easily cracked or fractured [adj.all],,brittle
unannounced,adjective,without warning or announcement [adj.all],"they arrived unannounced | a totally unheralded telegram that his daughter...died last night | ""they arrived unannounced"" | ""a totally unheralded telegram that his daughter...died last night""- M.A.D.Howe","unheralded, unpredicted"
unanswerable,adjective,impossible to answer [adj.all],"an unanswerable argument | ""an unanswerable argument""",
unanswered,adjective,not returned in kind [adj.all],"unrequited (unanswered) love | ""unrequited (unanswered) love""","unreciprocated, unrequited"
unanticipated,adjective,not anticipated [adj.all],"unanticipated and disconcerting lines of development | unforeseen circumstances | a virtue unlooked-for in people so full of energy | like a bolt out of the blue | ""unanticipated and disconcerting lines of development""- H.W.Glidden","unforeseen, unlooked-for, out of the blue(p)"
unapologetic,adjective,unwilling to make or express an apology [adj.all],"an unapologetic believer | ""an unapologetic believer""",
unappareled,adjective,having removed clothing [adj.all],,"unattired, unclad, undressed, ungarbed, ungarmented"
unapparent,adjective,not readily apparent [adj.all],"the answer was at first unapparent | ""the answer was at first unapparent""",
unappealable,adjective,not subject to appeal [adj.all],"the judge's ruling was handed down in a preliminary hearing rather than a trial and was therefore unappealable | ""the judge's ruling was handed down in a preliminary hearing rather than a trial and was therefore unappealable""",
unappealing,adjective,(of characters in literature or drama) tending to evoke antipathetic feelings [adj.all] | not able to attract favorable attention [adj.all],"all the characters were peculiarly unsympathetic | ""all the characters were peculiarly unsympathetic"" | they have made the place as unappealing as possible | was forced to talk to his singularly unappealing hostess | ""they have made the place as unappealing as possible""","unsympathetic, unlikeable, unlikable"
unappeasable,adjective,not to be placated or appeased or moved by entreaty [adj.all],"grim determination | grim necessity | Russia's final hour, it seemed, approached with inexorable certainty | relentless persecution | the stern demands of parenthood","grim, inexorable, relentless, stern, unforgiving, unrelenting"
unappendaged,adjective,not having an appendage [adj.all],,
unappetising,adjective,"not appetizing in appearance, aroma, or taste [adj.all]",,unappetizing
unappetizing,adjective,"not appetizing in appearance, aroma, or taste [adj.all]",,unappetising
unappreciated,adjective,not likely to be rewarded [adj.all] | having value that is not acknowledged [adj.all],"grading papers is a thankless task | ""grading papers is a thankless task""","thankless, ungratifying, unsung, unvalued"
unappreciative,adjective,not feeling or expressing gratitude [adj.all],"unappreciative of nature's bounty | ""unappreciative of nature's bounty""",
unapprehensive,adjective,not recognizing or slow to recognize danger [adj.all],,
unapproachable,adjective,discouraging intimacies [adj.all] | inaccessibly located or situated [adj.all],"an unapproachable executive | reserved | ""an unapproachable executive"" | an unapproachable chalet high in the mountains | an unreachable canyon","unreachable, unreached, out of reach(p)"
unarbitrary,adjective,not subject to individual determination [adj.all],,nonarbitrary
unarguable,adjective,against which no argument can be made [adj.all],,inarguable
unargumentative,adjective,not given to or characterized by argument [adj.all],,
unarmed,adjective,(used of persons or the military) not having or using arms [adj.all] | (used of plants or animals) lacking barbs or stings or thorns [adj.all],"went alone and unarmed | unarmed peasants were shot down | unarmed vehicles | ""went alone and unarmed"" | ""unarmed peasants were shot down""",
unarmored,adjective,used of animals [adj.all] | (used of persons or things military) without protective armor [adj.all],without protective covering,unarmoured
unarmoured,adjective,used of animals [adj.all] | (used of persons or things military) without protective armor [adj.all],without protective covering,unarmored
unarticulate,adjective,without or deprived of the use of speech or words [adj.all],"inarticulate beasts | remained stupidly inarticulate and saying something noncommittal | inarticulate with rage | an inarticulate cry | ""inarticulate beasts""",inarticulate
unarticulated,adjective,not consisting of segments that are held together by joints [adj.all] | uttered without the use of normal words or syllables [adj.all],,
unartistic,adjective,lacking aesthetic sensibility [adj.all],,inartistic
unary,adjective,consisting of or involving a single element or component [adj.all],"in a unary operation in a mathematical system one element is used to yield a single result | ""in a unary operation in a mathematical system one element is used to yield a single result""",
unascertainable,adjective,not able to be ascertained [adj.all],resisting discovery,undiscoverable
unascribable,adjective,not attributable [adj.all],,unattributable
unashamed,adjective,used of persons or their behavior [adj.all],feeling no shame,
unasked,adjective,not asked for [adj.all],"unasked advice | unsolicited junk mail | ""unasked advice"" | ""unsolicited junk mail""",unsolicited
unassailable,adjective,immune to attack [adj.all] | impossible to assail [adj.all] | without flaws or loopholes [adj.all],"an impregnable fortress | fortifications that made the frontier inviolable | a secure telephone connection | incapable of being tampered with | ""an impregnable fortress""","impregnable, inviolable, secure, strong, unattackable, untouchable, unshakable, watertight, bulletproof"
unassertive,adjective,inclined to timidity or lack of self-confidence [adj.all],"a shy unassertive person | ""a shy unassertive person""",
unassignable,adjective,incapable of being transferred [adj.all],,"nontransferable, untransferable"
unassigned,adjective,not assigned [adj.all],"unassigned personnel | ""unassigned personnel""",
unassisted,adjective,unsupported by other people [adj.all] | lacking help [adj.all],,"single-handed, unbacked"
unassuming,adjective,not arrogant or presuming [adj.all],"unassuming to a fault, skeptical about the value of his work | a shy retiring girl | ""unassuming to a fault, skeptical about the value of his work"" | ""a shy retiring girl""",retiring
unassured,adjective,lacking boldness or confidence [adj.all],,
unasterisked,adjective,not marked with an asterisk [adj.all],"unasterisked items | ""unasterisked items""",unstarred
unattached,adjective,not fastened together [adj.all] | not associated in an exclusive sexual relationship [adj.all] | (of animals) able to swim about [adj.all],not attached,"uncommitted, free-swimming"
unattackable,adjective,immune to attack [adj.all],"an impregnable fortress | fortifications that made the frontier inviolable | a secure telephone connection | incapable of being tampered with | ""an impregnable fortress""","impregnable, inviolable, secure, strong, unassailable"
unattainable,adjective,impossible to achieve [adj.all],"an unattainable goal | ""an unattainable goal""","unachievable, undoable, unrealizable"
unattended,adjective,not watched [adj.all] | lacking accompaniment or a guard or escort [adj.all] | lacking a caretaker [adj.all],"she dashed out leaving the bar unattended | a fire left unattended | ""she dashed out leaving the bar unattended"" | ""a fire left unattended"" | unattended women",neglected
unattired,adjective,having removed clothing [adj.all],,"unappareled, unclad, undressed, ungarbed, ungarmented"
unattractive,adjective,lacking beauty or charm [adj.all] | lacking power to arouse interest [adj.all] | not appealing to the senses [adj.all],"as unattractive as most mining regions | ""as unattractive as most mining regions"" | being unemployed is a most unattractive prospect | ""being unemployed is a most unattractive prospect"" | untempting food",untempting
unattributable,adjective,not attributable [adj.all],,unascribable
unauthentic,adjective,intended to deceive [adj.all],"a spurious work of art | ""a spurious work of art""","inauthentic, spurious"
unauthorised,adjective,not endowed with authority [adj.all] | without official authorization [adj.all],"an unauthorized strike | wildcat work stoppage | ""an unauthorized strike"" | ""wildcat work stoppage""","unauthorized, wildcat"
unauthorized,adjective,not endowed with authority [adj.all] | without official authorization [adj.all],"an unauthorized strike | wildcat work stoppage | ""an unauthorized strike"" | ""wildcat work stoppage""","unauthorised, wildcat"
unavailable,adjective,not available or accessible or at hand [adj.all],"fresh milk was unavailable during the emergency | his secretary said he was unavailable for comment | ""fresh milk was unavailable during the emergency"" | ""his secretary said he was unavailable for comment""",
unavailing,adjective,producing no result or effect [adj.all],"a futile effort | the therapy was ineffectual | an otiose undertaking | an unavailing attempt | ""a futile effort""","futile, ineffectual, otiose"
unavenged,adjective,for which vengeance has not been taken [adj.ppl],"an unavenged murder | ""an unavenged murder""",
unavoidable,adjective,"impossible to avoid or evade:""inescapable conclusion"" [adj.all]","inescapable conclusion | an ineluctable destiny | an unavoidable accident | ""an ineluctable destiny"" | ""an unavoidable accident""","ineluctable, inescapable"
unavowed,adjective,not openly expressed [adj.all] | not affirmed or mentioned or declared [adj.all] | not openly made known [adj.all],"a sneaking suspicion | ""a sneaking suspicion"" | a secret marriage | a secret bride | ""a secret marriage""","sneaking(a), secret"
unawakened,adjective,not aroused or activated [adj.all] | still asleep [adj.all],"unawakened emotions | ""unawakened emotions""",
unaware,adjective,(often followed by `of') not aware [adj.all],"seemed unaware of the scrutiny | unaware of the danger they were in | unaware of the newborn hope | the most unaware person I've known | ""seemed unaware of the scrutiny""",incognizant
unawed,adjective,not awed [adj.all],,
unbacked,adjective,unsupported by other people [adj.all],,"single-handed, unassisted"
unbaffled,adjective,not perplexed by conflicting situations or statements [adj.all],,unconfused
unbalanced,adjective,being or thrown out of equilibrium [adj.all] | affected with madness or insanity [adj.all] | debits and credits are not equal [adj.all],"a man who had gone mad | ""a man who had gone mad""","imbalanced, brainsick, crazy, demented, disturbed, mad, sick, unhinged"
unbalconied,adjective,not having balconies [adj.all],,
unbanded,adjective,not identified with a band [adj.all],"an unbanded bird | ""an unbanded bird""",
unbaptised,adjective,not having undergone the Christian ritual of baptism [adj.all],,unbaptized
unbaptized,adjective,not having undergone the Christian ritual of baptism [adj.all],,unbaptised
unbarred,adjective,not firmly fastened or secured [adj.all],"an unbarred door | went through the unlatched gate into the street | an unlocked room | ""an unbarred door"" | ""went through the unlatched gate into the street""","unbolted, unlatched, unlocked, unsecured"
unbarreled,adjective,not in a barrel [adj.all],,unbarrelled
unbarrelled,adjective,not in a barrel [adj.all],,unbarreled
unbearable,adjective,incapable of being put up with [adj.all],"an intolerable degree of sentimentality | ""an intolerable degree of sentimentality""","intolerable, unendurable"
unbeatable,adjective,hard to defeat [adj.all] | incapable of being overcome or subdued [adj.all],"an unbeatable ball team | ""an unbeatable ball team"" | an invincible army | her invincible spirit | ""an invincible army""","invincible, unvanquishable"
unbeaten,adjective,not conquered [adj.all],,"unconquered, unvanquished"
unbecoming,adjective,not in keeping with accepted standards of what is right or proper in polite society [adj.all],was buried with indecent haste | indecorous behavior | language unbecoming to a lady | unseemly to use profanity | moved to curb their untoward ribaldry,"indecent, indecorous, uncomely, unseemly, untoward"
unbefitting,adjective,not befitting [adj.all],"behavior unbefitting a father | ""behavior unbefitting a father""",
unbeholden,adjective,free of moral obligation [adj.all],,unbeholden(p)
unbeknown,adjective,(usually used with `to') occurring or existing without the knowledge of [adj.all],"a crisis unbeknown to me | she had been ill for months, unbeknownst to the family | ""a crisis unbeknown to me"" | ""she had been ill for months, unbeknownst to the family""","unbeknown(p), unbeknownst(p)"
unbeknownst,adjective,(usually used with `to') occurring or existing without the knowledge of [adj.all],"a crisis unbeknown to me | she had been ill for months, unbeknownst to the family | ""a crisis unbeknown to me"" | ""she had been ill for months, unbeknownst to the family""","unbeknown(p), unbeknownst(p)"
unbelievable,adjective,beyond belief or understanding [adj.all] | having a probability too low to inspire belief [adj.all],"at incredible speed | the book's plot is simply incredible | ""at incredible speed"" | ""the book's plot is simply incredible""","incredible, improbable, unconvincing, unlikely"
unbelieving,adjective,rejecting any belief in gods [adj.all] | holding that only material phenomena can be known and knowledge of spiritual matters or ultimate causes is impossible [adj.all] | denying or questioning the tenets of especially a religion [adj.all],"a skeptical approach to the nature of miracles | ""a skeptical approach to the nature of miracles""","atheistic, atheistical, nescient, disbelieving, skeptical, sceptical"
unbeloved,adjective,unhappy in love [adj.all],suffering from unrequited love,"bereft, lovelorn"
unbelted,adjective,lacking a belt [adj.all],"unbelted jackets are in this season | ""unbelted jackets are in this season""",beltless
unbendable,adjective,marked by firm determination or resolution [adj.all],firm convictions | a firm mouth | steadfast resolve | a man of unbendable perseverence | unwavering loyalty,"firm, steadfast, steady, stiff, unfaltering, unshakable, unwavering"
