direction,headword,definition
ar,حُرْقَة,في المعدة
ar,حُرْمَة,حماية | امرأة | زوجة | قداسة | حمايةحُرَم | حُرُمَات | امرأةحُرَم | حُرُمَات | قداسةحُرَم | حُرُمَات
ar,حُزْمَة,حُزَم حُزْمَات
ar,حُزْن,حداد | أَحْزَان
ar,حُسام,السيف القاطع | حسام السيف
ar,حُسْبان,عدّ | افتراض
ar,حُسْن,جودة
ar,حُسْنَى,حُسْنَيَات
ar,حُصْر,البول | البطن | البول
ar,حُضُور,جمهور
ar,حُظْوَة,حُظًى
ar,حُفْرَة,حُفَر
ar,حُقّ,حُقّ الفخذ | حُقَق | نُقْرَة
ar,حُقّحُقّ الفخذ,حُقَق
ar,حُقّنُقْرَة,حُقَق
ar,حُقَّة,نارجيلة | وِعَاء
ar,حُقَّةوِعَاء,حُقَق
ar,حُقْنَة,زرقة
ar,حُكم الإعدام,أحكام الإعدام
ar,حُكْم,إدارة | قيادة | قيادة | إدارةأَحْكَام | قيادةأَحْكَام
ar,حُلم اليقظة,أحلام اليقظة
ar,حُليقة,حلقة صغيرة
ar,حُلُم,منام | بُلوغ | بُلوغ
ar,حُلُول,بدء | إقامة | تجسد | إقامة
ar,حُلَّة,حُلَل
ar,حُلْبَة,نَبات
ar,حُلْقُوم,حَلاقم حَلاَقيم
ar,حُلْم,من الحلم
ar,حُلْوان,هديّة
ar,حُمر,بيتومين
ar,حُمَم,حمم بركانية
ar,حُمُولَة,شحنة | ثقل
ar,حُمّاض,نبات
ar,حُمَّى,حُمَّيَات
ar,حُمْرَة,التهاب جلدي
ar,حُنْجُور,حنجرة
ar,حُوت,حِيتَان
ar,حُوَاة حاوِيات,الحاوي
ar,حُيُود,الضوء
ar,حِ,خبث المعادن
ar,حِبْن,قرد | خراج
ar,حِجابَة,مِهْنَة الحاجِب
ar,حِجاج,جدال
ar,حِجًى,أَحْجَاء
ar,حِجَاب,ستر | فاصل | تميمة | تميمةحُجُب
ar,حِجَاببرقع,حُجُب
ar,حِجَابستر,حُجُب
ar,حِجَابفاصل,حُجُب
ar,حِجَامَة,المداواة بالمِحْجَم
ar,حِدَاث حُدَثَاءُ,أحدث
ar,حِدَّة,حدّة الطَّعْم | شدة | الصوت | الصوت
ar,حِذاء,نَعْلأَحْذِيَة
ar,حِذَاءَ,تجاه
ar,حِرَام,حِرَامَات أَحْرِمَة
ar,حِرْذَوْن,حَرَاذِين
ar,حِرْز,موضع حصين | نصيب | ملجأ | تميمة | تميمةأَحْراز
ar,حِرْش,أَحْرَاش
ar,حِرْص,اهتمام | جشع | بخل | رغبة | التزام | تمسّك
ar,حِرْفَة,حِرَف
ar,حِرْمَان,منع | تجريد | من إرث | عوز | تجريد
ar,حِزَام,حُزُم احزمة
ar,حِزْب,سياسي | جماعة | سياسيأَحْزَاب | جماعةأَحْزَاب
ar,حِسَاب,علم | اعتبار
ar,حِسّ,صوت خفيض | حدس | حاسة
ar,حِسِّيّ,شهوي | ملموس | ملموس
ar,حِسْبَة,أَجْر
ar,حِشْمَة,حشم
ar,حِصَان,حُصُن أَحْصِنَة
ar,حِصَّة,نصيب | حِصَص | حِصَص
ar,حِصَّةنصيب,حِصَص
ar,حِضْن,حُجر | صدر
ar,حِفاض,الطفل
ar,حِفْظ,صَوْن | استظهار | احترام | صَوْن
ar,حِقْبَة,حِقَب
ar,حِقْد,أَحْقَاد
ar,حِكَايَة,سرد | قصة
ar,حِكْمَة,حِكَم | قول مأثور | فلسفةحِكَم
ar,حِكْمَةقول مأثور,حِكَم
ar,حِلْف,أَحْلاف
ar,حِلْم,صبر | تبصر
ar,حِلْيَة,حَلْي | حَلْيحِلًى
ar,حِلْيَةزِينَة,حِلًى
ar,حِمَالَة,حرفة الحَمَّال | حَمَائِل
ar,حِمَام,موت
ar,حِمَايَة,مناصرة | وقاية | وقاية
ar,حِمْل ثقيل,أَوْزَار
ar,حِمْيَة,غذاء
ar,حِنْث,في اليمين | إثم
ar,حِوَاريّ,خاص بالحِوَار
ar,حِيلَة,حِيَل
ar,حِين,أَحْيَان
ar,حٮ,جَلْد
ar,خ ٓ,لصقة
ar,خؤٛظ,بُحَيْرَة
ar,خئ,التساعي | عَصِيدَة
ar,خاء,حرف عربي
ar,خازوق,خوازيق
ar,خاسئ,مطرود | ذليل | مطرود
ar,خاطب,وسيط زواج
ar,خالٍ من,خالي من
ar,خالِع,الْمَرْأَةُ الْمُطَلَّقَةُ
ar,خامل قليل النَّشاط,بُلَدَاءُ
ar,خانق الذئب,نبات سام
ar,خبػ,كشكولي
ar,خبير قانوني,خبراء قانونيون
ar,خح,وقف او أنهى شيئاً ما
ar,خدع,نصب علي
ar,خدمة القيمة المضافة,خدمات القيمة المضافة
ar,خرطوشة,خراطيش
ar,خسارة,مَغَارِمُ
ar,خشا,ارشا
ar,خصلة شعر,ذَوائِب
ar,خط احمر,خطوط حمر
ar,خط التوتر العالي,خطوط التوتر العالي
ar,خط الطول,خطوط الطول
ar,خط الكنتور,خطوط الكنتور
ar,خط انتاج,خطوط إنتاج
ar,خط تماس,خطوط تماس
ar,خط مقارب,خطوط مقاربة
ar,خط هاتف,خطوط هواتف
ar,خطبة,خِطَابَات
ar,خلال,من خِلال | أثناء
ar,خلنجية,فصيلة نباتية
ar,خلوي,ريفي
ar,خلويات,علم الخلايا
ar,خلية بائية,خلايا بائية
ar,خلية جنسية,خلايا جنسية
ar,خلية عصبية,خلايا عصبية
ar,خلية نحل,خلايا نحل
ar,خليج جوانتانامو,كوبا
ar,خليوي,الهاتف الخليوي
ar,خليّة جذعية,خلايا جذعية
ar,خليَّة منجلية,خلايا منجلية
ar,خماسين,ريح الخمسين
ar,خنزير الأَرْض,خنازير الأرض
ar,خولنجان,نبات
ar,خًخ,مُزَوَّد
ar,خَائِن,خَوَنَة
ar,خَاتُون,خَوَاتِينُ
ar,خَاتِم,طابع | حلقة
ar,خَاتِمَة,خَوَاتِيمُ
ar,خَادِعَة,خَوادِعُ
ar,خَادِم,خُدَّام خَدَم | خادم الانترنت | خَدَم خَدَمَة خُدَّام
ar,خَارَ,الثور
ar,خَارِج,منشق | ضد داخل
ar,خَارِطَة,خَرِيطَة
ar,خَارِق,ثاقب | للعادة
ar,خَازِن,خَزَنَة
ar,خَاصِرَة,خَوَاصِرُ
ar,خَاصِّيَّة,خَاصِّيَّات خَصَائِصُ
ar,خَاصَّة,خَوَاصُّ
ar,خَاضَ,دخل الماءَ | اِقْتَحَمَ
ar,خَاضِع,خُضَّع
ar,خَاطِئ,آثم | مخطئ
ar,خَاطِب,خُطَبَاءُ
ar,خَاطِر,بال | مشيئةخَوَاطِرُ
ar,خَاطِف,سريع | خَوَاطِفُ
ar,خَافٍ,مَسْتُورٍ
ar,خَافِق,أُفْق | علم | نابض | مرفرف | أُفْقخَوَافِق | مرفرفخَوَافِق | خَافِقَات
ar,خَافِيَة,خَوافٍ
ar,خَال,أخْوَال خُؤُولَة
ar,خَالٍ,منصرم | منصرمخَوَالٍ | الْخَوَالِيالْخَالِي
ar,خَالَة,خَالات
ar,خَالَفَ,ناقض | خرق
ar,خَالِجَة,خَوَالِج
ar,خَالِص,صرف صَافي
ar,خَالِص من,الضريبة
ar,خَام,أَخْوَام
ar,خَامَرَ,اِنْتَشَرَ
ar,خَامِل,سَاكِن كَسُول | سَاكِن
ar,خَان,خَانَات
ar,خَانَ,خُنْ
ar,خَانَة,قيد | عمود
ar,خَانِق,وادٍ
ar,خَبَر,أَخْبَار
ar,خَبَطَ,ضَرَبَ
ar,خَبِيث,مؤذٍ | مَرَض | مَرَضخُبَثَاءُ
ar,خَبِير,خُبَرَاءُ
ar,خَبَّأَ,يخبئ | يخبِّئ
ar,خَبَّاز,خَبَّازُونَ
ar,خَتَمَ,مهر | سدّ
ar,خَتَنَ,إختن
ar,خَتْم,أَخْتَام
ar,خَثْرَة,خثر | جلطة
ar,خَدَعَ,إخدع | رَبَكَ
ar,خَدِيج,خُدَّج
ar,خَدِيعَة,خَدَائِعُ
ar,خَدّ,خُدُود
ar,خَدَّاع,خَبّ
ar,خَدَّرَ,بنّج
ar,خَدْش,تخديش | خُدُوش | تخديش
ar,خَربَق,جنس نبات
ar,خَرَزَة,خَرَز خَرَزَات
ar,خَرَقَ,خالف | مزّق
ar,خَرُوف,خِرْفَان خَوَارِيف خِرَاف
ar,خَرِيدَة,خَرَائِد
ar,خَرِيطَة,خَرَائِطُ
ar,خَرِيف,فصل الخريف
ar,خَرْج,مردود | خراج | نِتَاج | مردود
ar,خَرْخَر,صوت الماء أو الهر
ar,خَرْخَرَ,الْمَاءَ | الهرّ | الهرّ
ar,خَرْطال,نبات
ar,خَرْق,تمزيق | اختراق | ثقب | مزق | خُرُوق | تمزيقخُرُوق
ar,خَزَفِيّ,خزّاف | فخّاري | خزّاف
ar,خَزِينَة,الدولة | خزانة | خزانة
ar,خَزّ,خُزُوز
ar,خَزَّان,الماء
ar,خَزْع,قطع
ar,خَزْيَان,خَزَايَا
ar,خَسَارَة,خَسَائِرُ
ar,خَسِيس,أخِسَّة خِسَاس
ar,خَسّ,نبات
ar,خَسَّ,صار خسيساً
ar,خَسْف,ذُلّ
ar,خَشَب,خُشُب أَخْشَاب
ar,خَشَبَة,خَشَبَات
ar,خَشِن,ضد ناعم | فظّ | أجشّ | خِشَان
ar,خَصَر,بَرْد
ar,خَصَى,اِخْصِ
ar,خَصِر,بَارِد
ar,خَصِرَ,بَرَدَ كانَ بارِداً | بَرَدَ
ar,خَصِيّ,خِصْيَان
ar,خَصَّصَ,كرّس | حدّد | حصّص
ar,خَصْلَة,خِصَال
ar,خَصْم,فريق | حسم | غريم
ar,خَضَعَ,عانى | أذعن | أَذْعَنَ
ar,خَطَأ,أَخْطَاء
ar,خَطَأَة,خَاطِئَة
ar,خَطَابَة,إجادة إلقاء الخطب
ar,خَطَبَ,الفتاة | تحدّث | تحدّث
ar,خَطَر,أَخْطَار
ar,خَطِل,أحمق | ثرثار | ثرثار
ar,خَطِيئَة,خَطِيئَات خَطَايَا
ar,خَطِيب,من يُلْقِي خُطْبَة | خَطِيبَة
ar,خَطِير,خَطِر
ar,خَطّ,كتابة | منحنى | سطر | فن الخط | خُطُوط
ar,خَطّ عَرْض,خطوط عرض
ar,خَطَّطَ,رسم | وضع خطة | الحدود | طلى بالخطوط
ar,خَطِّيّ,مستقيم | كتابي | كتابي
ar,خَطْب,مكروه | مكروهخُطُوب
ar,خَطْم,خطوم أَخْطَام | أنف حيوان
ar,خَفَاء,ضد ظهور
ar,خَفَر,حياء
ar,خَفَرَ,حرس
ar,خَفَقَ,العلم | القلب
ar,خَفَى,اِخْفِ
ar,خَفِير,خُفَرَاءُ
ar,خَفِيض,منخفض
ar,خَفِيف,للمشروب | الحركة
ar,خَفِيَ,اِخْفَ
ar,خَفِيّ,خَفَايَا
ar,خَفِيَّة,خَفَايَا
ar,خَفَّاق,علم
ar,خَفَّفَ,أنقص | لطّف | الألم | الألم
ar,خَفْض,إنزال
ar,خَفْق,القلب
ar,خَفْقَة,نبضة | دقّة
ar,خَلا,وَقْت
ar,خَلاص,نجاة | مشيمة | مشيمة
ar,خَلاَّت,ملح حمض الخليك
ar,خَلَصَ,صَارَ صَافِياً
ar,خَلَصَ إلى,وَصَلَ إلى
ar,خَلَصَ من,تخلَّص من نَجَا
ar,خَلَطَ,بين شيئين | مزج
ar,خَلَعَ,عزل | المفصل | اقتلع | ثيابه | اقتلع | ثيابه
ar,خَلَعَ على,أَلْبَسَ
ar,خَلَف,بديل | ذرية
ar,خَلَقَ,إخلق
ar,خَلَل,ثغرة | اضطراب | عيب
ar,خَلِيج,خُلْجَان
ar,خَلِيفَة,خُلَفَاءُ
ar,خَلِيَّة,خَلايَا
ar,خَلَّة,خِلال
ar,خَلَّفَ,ترك
ar,خَلَّى,المكان
ar,خَلَّى سبيله,أطلق سراحه
ar,خَلْجَة,هاجس | عاطفة | عاطفة
ar,خَلْخَال,خَلاخِيلُ
ar,خَلْط,مَزْج
ar,خَلْطَة,خليط
ar,خَلْع,نزع | تعرّ | اقتلاع | من منصب
ar,خَلْفَ,وراء
ar,خَلْق,مخلوقات | إحداث | إحداث
ar,خَلْوَة,انفراد | اجتماع
ar,خَمَج,أَخْمَاج
ar,خَمِير,خَمَائِرُ
ar,خَمِيرَة,خَمَائِرُ
ar,خَمِيلَة,خَمَائِلُ
ar,خَمَّنَ,حزر | ثمّن
ar,خَمْر,شراب مُسْكِر | ما أسكر من عصير العنب | ما أسكر من عصير العنبخُمُور
ar,خَمْرِيّ,لون | كحولي | كحولي
ar,خَنُوع,خُنُع
ar,خَنْجَر,خناجر
ar,خَنْدَق,خَنَادِق
ar,خَوَافٍ الْخَوَافِي,الْخافي
ar,خَوَى,خَلا | جَاعَ | جَاعَ
ar,خَوَّضَ,خَلَّطَ | دخل الماءَ
ar,خَوَّلَ,منح | فوّض
ar,خَوُّ,عسَل | جوع
ar,خَوْخ,دراق | برقوق | برقوق
ar,خَوْخَة,باب صغير في باب كبير | دراق
ar,خَوْر,أَخْوَار
ar,خَوْف,فزع
ar,خَوْلِيّ,مشرف
ar,خَوْلِيّمشرف,خَوَل
ar,خَيَال,طيف | أحد أنواع الأدب | وهم
ar,خَيَالَة,طيف
ar,خَيَالِيّ,وهمي
ar,خَيَّال,خَيَّالَة
ar,خَيِّر,كريم
ar,خَيْدَع,سراب
ar,خَيْر,نعمة | ثروة | رخاء | ضد شر | ضد شرأَخْيَار | خِيَار
ar,خَيْزُرَان,نبات
ar,خَيْشُوم,الأنف | السمكة | الأنفخَيَاشِيم
ar,خَيْط,للجرح | سلك | للجرحخُيُوط | خِيطَان
ar,خَيْل,خُيُول
ar,خَيْمَة,خِيَام
ar,خُبْث,مرض | أذى | مكر
ar,خُدْعَة,خُدَع
ar,خُذْرُوف,لعبة أطفال
ar,خُرق,خُرقة
ar,خُرَافَة,خُرَافَات
ar,خُرُوج,نزول | بروز | مغادرة
ar,خُرْج,وأَخْراج
ar,خُرْطُوم,الفيل | ماء | الفيلخراطيم
ar,خُرْم,تخريم | أنف الجبل | ثقب | تخريمخُرُوم
ar,خُشُونَة,فظاظة | في الصوت | ضد نعومة | فظاظة
ar,خُشْف,خُشوف وخِشَفَة
ar,خُصُومَة,نزاع | قضائية
ar,خُصّ,أَخْصَاص
ar,خُصْلَة,شعر | عنقود | عنقودخُصَل
ar,خُصْلَةشعر,خُصَل
ar,خُصْيَة,خُصًى
ar,خُضْرَة,خُضَر
ar,خُطّاف,طائر
ar,خُطَّة,خُطَط
ar,خُطْبَة,خُطَب
ar,خُطْوَة,خُطًى خُطْوَات
ar,خُفّ,أَخْفَاف
ar,خُفَّاش,خَفَافِيشُ
ar,خُلاصَة,عصارة | مختصر
ar,خُلُود,أبدية | إقامة
ar,خُلُوّ,خلاء
ar,خُلْد,حيوان | أبديّة | حيوانخُلُود
ar,خُلْسَة,ما يختلس | فرصة
ar,خُلْسَةً,خفية
ar,خُلْطَة,شركة
ar,خُلْق,أَخْلاق
ar,خُلْقأَخْلاق,خُلُق
ar,خُنْفَساء,خَنَافِس
ar,خُنْفَسَاءُ,خَنَافِسُ
ar,خُوذَة,خُوَذ
ar,خُورِي,خورية
ar,خِبَاء,خيمة من وبر | غلاف
ar,خِبّ,اِضْطِرَاب
ar,خِتَام,ما يُختَمُ به | نِهَايَة
ar,خِدَاع,مَكْر
ar,خِدْر,خُدُور
ar,خِدْمَة,خِدْمَات خِدَم
ar,خِرْبَة,خِرَب
ar,خِرْقَة,ممسحة | خِرَق | ممسحةخِرَق
ar,خِرْوَع,نبات
ar,خِزانة كتب,خزائن كتب
ar,خِزَانَة,الدولة | خَزَائِنُ
ar,خِسَّة,خساسة
ar,خِضاب,صبغ
ar,خِضَمّ,بحر عظيم | كَرِيم | جمع كثير
ar,خِطَاب,رسالة | رسالةخِطَابَات
ar,خِطْمي,نبات
ar,خِفَّة,طيش | الحركة | ضد ثقل
ar,خِلاف,نقيض | نزاع
ar,خِلال,عود الأسنان | من خِلال | في خلال
ar,خِلاَفَة,حُكْم الخُلفاء
ar,خِلّ,أَخْلال
ar,خِلَّة,خِلَل
ar,خِلْب,أَخْلاَب
ar,خِلْص,خُلَصَاءُ
ar,خِلْط,مزيج
ar,خِلْفَة,فقد شهوة الطعام
ar,خِلْقَة,فطرة | بنية
ar,خِلْقَةبنية,خِلَق
ar,خِلْقَةفطرة,خِلَق
ar,خِلْقِين,مِرجَل كبير
ar,خِلْقِيّ,طَبِيعِيّ
ar,خِمَار,خُمُر أَخْمِرَة
ar,خِنَاق,عنق
ar,خِنْزِير,خَنَازِيرُ
ar,خِنْصِر,خَنَاصِرُ
ar,خِيري,نبات
ar,خِيم,سجيّة
ar,خِيَار,نبات
ar,خِيَانَة,خيانة زوجية | نقض | غدر
ar,خٓ,التزلج الفني على الجليد | لِزْق
ar,خ٦ث ٖأٓرؽ,كفالة الحضور
ar,دائرة انتخابية,دوائر انتخابية
ar,دائرة عَرْض,دوائر عَرْض
ar,دائرة كهربائية,دوائر كهربائية
ar,دائِر,جار
ar,دابر,أصل
ar,دابِر,ماض
ar,داتورة,نبات
ar,داجٍ,مظلم
ar,دار العدل,دور العدل
ar,دارفور,اَلسُّودَان
ar,دارّ,مثمر
ar,داسر,دافع
ar,داع,مضيف
ar,دافع خفي,دوافع خفية
ar,داكار,عاصمة السنغال
ar,داكوتا الشمالية,الولايات المتحدة
ar,دال,حرف عربي
ar,دالاس,تكساس
ar,دالتون,الشكل المعين
ar,دالف,أيون
ar,داليا,أضاليا دالية
ar,دالّ,مُؤَشِّر
ar,دانمركي,دنماركيون
ar,دانوب,نهر الدانوب
ar,دبلن,إيرلندة
ar,دبلوم,دبلومات
ar,دبلوماسي,ديبلوماسي
ar,دتزية,شجيرة تزيين
ar,دجاجة الأرض,طائر
ar,دحظ,مَرِيء
ar,دد,تعاقديّ
ar,دراجة نارية,دراجات نارية
ar,دراجة هوائية,دراجات هوائية
ar,درج,سَلالِمُ
ar,درجة الحرارة,درجات الحرارة
ar,دردبيس,هرم
ar,درزي,واحد من الدروز
ar,دروز,طائفة دينية
ar,دروسوفيلا,ذباب الفاكهة
ar,دعب,مزوح
ar,دعسوقة,خنفساء صغيرة
ar,دعوى,قضايا
ar,دعوى قضائية,دعاوى قضائية
ar,دفاع عن النفس,دفاع عن أنفس
ar,دفتر,كُرَّاسَات كَرَارِيسُ
ar,دفتر الصكوك,دفاتر الصكوك
ar,دفتيريا,خانوق
ar,دكتاتورية,دكتاتوريات
ar,دلتا,أحد حروف الأبجدية الإغريقية
ar,دم الأخوين,شجرة
ar,دمغة,سِمَات
ar,دنج,دنج النحل
ar,دنفر,كولورادو
ar,دهري,قديم
ar,دهمائي,غوغائي
ar,دودة حلقية,ديدان حلقيّة
ar,دودة طفيلية,ديدان طفيلية
ar,دودة مسطحة,ديدان مسطحة
ar,دودو,طائر
ar,دودوما,تنزانيا
ar,دور القمر,أدوار القمر
ar,دورست,إنجلترا
ar,دول المحور,الحرب العالمية الثانية
ar,دولة نامية,دول نامية
ar,دون,سيّد أسبانيّ
ar,ديجون,فرنسا
ar,ديس,عشب مائيّ
ar,ديسليكسيا,صعوبة القراءة
ar,ديسيبل,وحدة قياس صوت
ar,ديسيمبر,ديسمبر
ar,ديكتاتور,ديكتاتوريون
ar,ديكتاتوري,دكتاتوري
ar,ديموجرافي,ديموغرافي
ar,ديوجينيس,فيلسوف إِغْرِيقِيّ
ar,ديونيسوس,إله الخمر
ar,ديّوث,قواد
ar,دَأْب,عَادَة | مُلازَمَة
ar,دَاء,أَدْوَاء
ar,دَائِرَة,إلكترونية | قسم | مجال | دَوَائِرُ
ar,دَائِم,مستمِرّ
ar,دَابَّة,كل ما يدب على الارض | دَوَابّ
ar,دَاخِل,مضمن
ar,دَاخِلَة,باطن
ar,دَاخِنَة,مدخنة | مدخنةدَوَاخِنُ
ar,دَار,بيت | مركز
ar,دَاربيت,دُور | دِيَار | دِيَارَة
ar,دَارمركز,دُور | دِيَار | دِيَارَة
ar,دَارٍ,عالم
ar,دَارَ,دوّم | تحوّل | حدث | طاف | تحوّل
ar,دَارَة,حلقة | هالة
ar,دَاعٍ,مصلّ | سَبَب | من يدعو الناس إلى مذهب أو دين | من يدعو الناس إلى مذهب أو ديندُعاةالدَّاعِي | سَبَبدَوَاعٍ | الدَّوَاعِيالدَّاعِي
ar,دَاعٍمصلّ,دُعاةالدَّاعِي
ar,دَاعِر,دُعَّار
ar,دَالِيَة,دَوَالٍ
ar,دَانٍ,دُنَاة
ar,دَاهٍ,دهيّ
ar,دَاهِيَة,مُصِيبَة | دُهَاة
ar,دَايَة,دَايَات
ar,دَبُور,ريح
ar,دَبّ,زحف
ar,دَبَّرَ,خطّط | حصل على | أَدَارَ
ar,دَبَّسَ,شبك
ar,دَبُّور,دَبَابِير
ar,دَبُّوس,إبْرَة | دَبَابِيسُ
ar,دَبْدَاب,طَبْل | طَبْلدَبادِيب
ar,دَبْدَبة,دَبادِب
ar,دَبْكَة,رَقْصَة
ar,دَجَاجَة,دَجَاج
ar,دَحَضَ,أبطل الحجة
ar,دَخَلَ,باشر
ar,دَخَلَ إلى,اُدْخُلْ
ar,دَخِيل,غَرِيب أجْنَبِيّ | غَرِيب | غَرِيب أجْنَبِيّدُخَلاَء
ar,دَخِيلَة,دَخَائِل
ar,دَخْل,علاقة | إيراد
ar,دَردار,شجر
ar,دَرَج,سلّم
ar,دَرَجَة,سلّمة | منزلة | رياضيات | درجة الحرارة | مرحلة | مقدار | دَرَج | سلّمةدَرَج | منزلةدَرَج | مرحلةدَرَج | مقداردَرَج
ar,دَرَجَةدرجة الحرارة,دَرَج
ar,دَرَجَةرياضيات,دَرَج
ar,دَرَجَةعتبة,دَرَج
ar,دَرَسَ,استقصى | محا | الحنطة
ar,دَرَك,شرطة | أسفل
ar,دَرَكَة,دَرَك دَرَكَات
ar,دَرَن,عقد | وسخ
ar,دَرَّ,سال | أعطى غلّة
ar,دَرَّاسَة,الحبوب
ar,دَرَّبَ,عوّد | مرّن
ar,دَرْب,دُرُوب
ar,دَرْج,لفافة من الورق
ar,دَرْدَشَة,دَرْدَشَات
ar,دَرْز,دُروز
ar,دَرْزِيّ,خيّاط
ar,دَرْس,علم | حصّة | أمثولة | بحث | محو | فصل تدريسي
ar,دَرْوِيش,دَرَاوِيشُ
ar,دَسَم,دسومة
ar,دَسِم,شحم
ar,دَسِيسَة,دَسَائِس
ar,دَسَّ,دَسّ
ar,دَسْت,كرسي | صدارة | صدارةدُسُوت
ar,دَسْتَة,دزينة
ar,دَشَّنَ,شرع في | إِفْتَتَحَ
ar,دَعَا,نَادَى | دَعَا اللَّهَ
ar,دَعَا إلى,حَثَّ على القيام بـ | نَادَى | وَجَّهَ دَعْوَةً
ar,دَعَة,سماحة
ar,دَعَّمَ,قَوَّى
ar,دَعْم,تأييد | تسنيد | تعزيز
ar,دَعْوَة,دَعَوَات | إلى الله | طلب | مناشدة
ar,دَعْوَى,دَعَاوٍ دَعَاوَى | حُجة | دَعَاوٍ | دَعَاوَى
ar,دَعْوَىحُجة,دَعَاوٍ | دَعَاوَى
ar,دَغَش,عتمة
ar,دَغَل,أجمة
ar,دَغِل,معيب | خفي | مؤجم
ar,دَفَر,نتانة
ar,دَفِر,متين
ar,دَفِينَة,دَفَائِنُ
ar,دَفّ,جانب
ar,دَفَّة,الباب
ar,دَفْتَر,كرّاسة
ar,دَفْع,إنفاق | جواب | صدّ | حفز | تسيير | تسديد | إجبار | إنفاق | تسيير | تسديد | إجبار
ar,دَفْعَة,صدّة | قوة دافعة | قسط مالي | مجموعة
ar,دَفْن,إخفاء | قبر | إخفاء
ar,دَقَل,الصَّاري
ar,دَقِيق,غامض | مضبوط | مدقق | صغير | خطر | رقيق | طحين | المواعيد | أَدِقَّاءُ | مضبوطأَدِقَّاءُ
ar,دَقِيقَة,زمن | فيزياء | تفصيل | تفصيلدَقَائِقُ
ar,دَقّ,سحق | طرق
ar,دَقَّة,نبضة | خبطة
ar,دَكّ,حشو | هدم | تسوية
ar,دَكَّ,رصّ | مهّد | هدم
ar,دَلالَة,مفهوم | علامة | إرشاد | مفهومدَلائِلُ | علامةدَلائِلُ | إرشاددَلائِلُ
ar,دَلَق,حيوان
ar,دَلِيل,مرشد | برهان | الهاتف | إشارة | شهادة | برهانأَدِلَّة | إشارةأَدِلَّة | شهادةأَدِلَّة
ar,دَلَّال,سمسار
ar,دَلَّلَ,السلعة
ar,دَلَّلَ على,برهن
ar,دَلْف,تقطّر
ar,دَلْو,دِلاَء
ar,دَم,دِمَاء
ar,دَميع,دَمْع دُمَعاءُ
ar,دَمَجَ,أدغم | جَمَعَ
ar,دَمِيم,بَشِع قَبِيح | بَشِع
ar,دَمْث,دِمَاث
ar,دَمْج,إدراج | إدغام
ar,دَمْدَمَة,تمتمة
ar,دَمْعَة,دَمْع دُمُوع
ar,دَمْغ,ختم | دحض
ar,دَنَس,نجاسة
ar,دَنِس,أَدْناس
ar,دَنِيء,أَدْنِياءُ دَنيئات
ar,دَنّ,خابية جَرَّة ضَخْمَة | خابية
ar,دَنَّسَ,انتهك | نجّس | انتهك
ar,دَهَى,أَصَابَ
ar,دَهِسَ,دَهْس
ar,دَهِيّ,أَدْهِيَة دُهَواءُ
ar,دَهْر,زمان طويل
ar,دَهْرِيّ,ملحد
ar,دَهْماءُ,غوغاء | غوغاءدُهْم
ar,دَهْن,طلي | مسح
ar,دَوَاء,أَدْوِيَة
ar,دَوَاعٍ الدَّوَاعِي,الدَّاعِي
ar,دَوَام,ساعات العمل | بَقَاء
ar,دَوَرَان,مواربة
ar,دَوَّار,ساحة | جوّال | جوّال
ar,دَوْر,أَدْوَار | طابق | نوبة | جَوْلَة | عصر | جزء
ar,دَوْرَة,لفة | تعليمة | جولة
ar,دَوْرَق,دوارق
ar,دَوْرِيَّة,مجلة دورية | كون الشيء دوريا | حرس
ar,دَوْلاب,دَوَالِيبُ | خزانة الثياب
ar,دَوْلَة,حكومة | معالي | بلد | حكومةدُوَل | معاليدُوَل
ar,دَوْلَةبلد,دُوَل
ar,دَيْدَن,عادَة
ar,دَيْر,أَدْيَار أَدْيِرَة
ar,دَيْن,قرض ذو أجل
ar,دُبّ,دِبَبَة
ar,دُبْر,خَلْف | خَلْفأَدْبَار
ar,دُجّ,طائر مغرد
ar,دُخَان,سجائر
ar,دُخُول,بدء قدوم | اختراق | ولوج | التحاق
ar,دُرُوس,اندثار
ar,دُرَّاجَة,طائر كالحجل
ar,دُرَّة,دُرَر دُرّ
ar,دُرِّيّ,دَرَارِيّ
ar,دُرْج,جارور | جارورأَدْرَاج
ar,دُرْدُور,دوامة
ar,دُسْتُور,دساتير
ar,دُعاة,الدَّاعِي
ar,دُعَاء,أَدْعِيَة | نداء
ar,دُكَّان,دَكَاكِينُ
ar,دُلْب,شجر
ar,دُمَّلَة,دُمَّل دَمامِل
ar,دُمْيَة,دُمًى
ar,دُنْيا,العالَمُ
ar,دُنْياالعالَمُ,دُنىً
ar,دُهَاة,الدَّاهِي
ar,دُهْمَة,سواد
ar,دُهْن,شحم
ar,دُودَة,دُود دِيدَان
ar,دُورِيّ,عصفور
ar,دُوطَة,بائنة
ar,دُولْفِين,دَلافِين
ar,دُون,سافل
ar,دُونَ,تحت
ar,دُوَيْبَّة,تصغير دابَّة
ar,دُوَّامَة,خُذْرُوف لعبة أطفال | خُذْرُوف
ar,دِبْق,نبات طفيليّ
ar,دِثَار,وسادة
ar,دِد,اِخْتَصَّ بـ
ar,دِرَاسَة,بَحْث | درس تعلّم | بَحْث
ar,دِرَاك,مستمر
ar,دِرَّة,لبن
ar,دِرْع,دُرُوع
ar,دِسَام,صمام | سدادة | سدادة
ar,دِعَامَة,دَعَائِم
