headword,definition
wicked,[adjective] morally bad in principle or practice [adj.all] | having committed unrighteous acts [adj.all] | intensely or extremely bad or unpleasant in degree or quality [adj.all] | naughtily or annoyingly playful [adj.all]
wickedly,[adverb] in a wicked evil manner [adv.all]
wickedness,[noun] morally objectionable behavior [noun.act] | absence of moral or spiritual values [noun.state] | the quality of being wicked [noun.attribute] | estrangement from god [noun.attribute] | the quality of being disgusting to the senses or emotions [noun.attribute]
wicker,[noun] slender flexible branches or twigs (especially of willow or some canes) [noun.substance] | work made of interlaced slender branches (especially willow branches) [noun.artifact]
wicker basket,[noun] a basket made of wickerwork [noun.artifact]
wickerwork,[noun] work made of interlaced slender branches (especially willow branches) [noun.artifact]
wicket,[noun] cricket equipment consisting of a set of three stumps topped by crosspieces [noun.artifact] | a small arch used as croquet equipment [noun.artifact] | small gate or door (especially one that is part of a larger door) [noun.artifact] | small opening (like a window in a door) through which business can be transacted [noun.artifact]
wicket door,[noun] small gate or door (especially one that is part of a larger door) [noun.artifact]
wicket gate,[noun] small gate or door (especially one that is part of a larger door) [noun.artifact]
wicket-keeper,[noun] stands behind the wicket to catch balls [noun.person]
wickiup,[noun] a lodge consisting of a frame covered with matting or brush [noun.artifact]
wickliffe,[noun] English theologian whose objections to Roman Catholic doctrine anticipated the Protestant Reformation (1328-1384) [noun.person]
wickup,[noun] tall North American perennial with creeping rootstocks and narrow leaves and spikes of pinkish-purple flowers occurring in great abundance in burned-over areas or recent clearings [noun.plant]
wiclif,[noun] English theologian whose objections to Roman Catholic doctrine anticipated the Protestant Reformation (1328-1384) [noun.person]
wicopy,[noun] deciduous shrub of eastern North America having tough flexible branches and pliable bark and small yellow flowers [noun.plant]
widal test,[noun] a test for detecting typhoid fever and other salmonella infections [noun.cognition]
widal's test,[noun] a test for detecting typhoid fever and other salmonella infections [noun.cognition]
wide,[adjective] having great (or a certain) extent from one side to the other [adj.all] | (used of eyes) fully open or extended [adj.all] | very large in expanse or scope [adj.all] | great in degree [adj.all] | having ample fabric [adj.all] | not on target [adj.all] | with or by a broad space [adv.all] | to the fullest extent possible [adv.all] | far from the intended target [adv.all] | to or over a great extent or range [adv.all]
wide area network,[noun] a computer network that spans a wider area than does a local area network [noun.artifact]
wide of the mark,[adjective] not on target [adj.all]
wide screen,[noun] a projection screen that is much wider than it is high [noun.artifact]
wide wale,[noun] corduroy with wide ribs [noun.artifact]
wide-angle,[adjective] of or relating to a fisheye lens [adj.pert]
wide-angle lens,[noun] a camera lens having a wider than normal angle of view (and usually a short focal length) [noun.artifact]
wide-awake,[adjective] fully awake [adj.all] | fully alert and watchful [adj.all]
wide-body,[noun] a commercial airliner with two aisles [noun.artifact]
wide-body aircraft,[noun] a commercial airliner with two aisles [noun.artifact]
wide-cut,[adjective] having ample fabric [adj.all]
wide-eyed,[adjective] exhibiting childlike simplicity and credulity [adj.all] | (used of eyes) fully open or extended [adj.all]
wide-open,[adjective] open wide [adj.all] | lax in enforcing laws [adj.all]
wide-ranging,[adjective] including much [adj.all] | widely different [adj.all]
wide-screen,[adjective] (motion pictures) projected on a screen with much greater width than height [adj.all]
wideband,[adjective] responding to or operating at a wide band of frequencies [adj.pert]
widebody aircraft,[noun] a commercial airliner with two aisles [noun.artifact]
widegrip pushup,[noun] a pushup with the arms widely separated [noun.act]
widely,[adverb] to a great degree [adv.all] | to or over a great extent or range [adv.all] | so as to leave much space or distance between [adv.all]
widely distributed,[adjective] growing or occurring in many parts of the world [adj.all]
widen,[verb] become broader or wider or more extensive [verb.change] | make (clothes) larger [verb.change] | make wider [verb.change] | extend in scope or range or area [verb.change]
wideness,[noun] the property of being wide [noun.attribute] | unusual largeness in size or extent or number [noun.attribute]
widening,[noun] an increase in width [noun.process] | a part of a road that has been widened to allow cars to pass or park [noun.artifact] | the act of making something wider [noun.act]
widespread,[adjective] widely circulated or diffused [adj.all] | distributed over a considerable extent [adj.all]
widgeon,[noun] freshwater duck of Eurasia and northern Africa related to mallards and teals [noun.animal]
widget,[noun] something unspecified whose name is either forgotten or not known [noun.artifact] | a device or control that is very useful for a particular job [noun.artifact]
widow,[noun] a woman whose husband is dead especially one who has not remarried [noun.person] | cause to be without a spouse [verb.change]
widow bird,[noun] mostly black African weaverbird [noun.animal]
widow woman,[noun] a woman whose husband is dead especially one who has not remarried [noun.person]
widow's peak,[noun] a V-shaped point in the hairline in the middle of the forehead [noun.body]
widow's walk,[noun] a lookout atop a coastal house [noun.artifact]
widow's weeds,[noun] a black garment (dress) worn by a widow as a sign of mourning [noun.artifact]
widowed,[adjective] single because of death of the spouse [adj.all]
widower,[noun] a man whose wife is dead especially one who has not remarried [noun.person]
widowhood,[noun] the time of a woman's life when she is a widow [noun.time] | the state of being a widow who has not remarried [noun.state]
widowman,[noun] a man whose wife is dead especially one who has not remarried [noun.person]
width,[noun] the extent of something from side to side [noun.attribute]
wieland,[noun] (European mythology) a supernatural smith and king of the elves [noun.person]
wield,[verb] have and exercise [verb.possession] | handle effectively [verb.contact]
wieldy,[adjective] easy to handle or use or manage [adj.all]
wiener,[noun] United States mathematician and founder of cybernetics (1894-1964) [noun.person] | a smooth-textured sausage of minced beef or pork usually smoked [noun.food]
wiener roast,[noun] a cookout where roasted frankfurters are the main course [noun.food]
wiener schnitzel,[noun] deep-fried breaded veal cutlets [noun.food]
wienerwurst,[noun] a smooth-textured sausage of minced beef or pork usually smoked [noun.food]
wiesbaden,[noun] a city in western Germany [noun.location]
wiesel,[noun] United States writer (born in Romania) who survived Nazi concentration camps and is dedicated to keeping alive the memory of the Holocaust (born in 1928) [noun.person]
wiesenboden,[noun] a dark meadow soil rich in organic material [noun.substance]
wiesenthal,[noun] Austrian investigator of Nazi war crimes (born in 1908) [noun.person]
wife,[noun] a married woman [noun.person]
wifelike,[adjective] befitting or characteristic of a wife [adj.all]
wifely,[adjective] befitting or characteristic of a wife [adj.all]
wiffle,[noun] (trademark) a hollow plastic ball with cutouts [noun.artifact]
wiffle ball,[noun] (trademark) a hollow plastic ball with cutouts [noun.artifact]
wifi,[noun] a local area network that uses high frequency radio signals to transmit and receive data over distances of a few hundred feet [noun.artifact]
wig,[adjective] wearing a wig [adj.all] (irregular form of: wigged) | [noun] hairpiece covering the head and made of real or synthetic hair [noun.artifact] | British slang for a scolding [noun.communication]
wig tree,[noun] Old World shrub having large plumes of yellowish feathery flowers resembling puffs of smoke [noun.plant]
wigeon,[noun] freshwater duck of Eurasia and northern Africa related to mallards and teals [noun.animal]
wigged,[adjective] wearing a wig [adj.all]
wigging,[noun] British slang for a scolding [noun.communication]
wiggle,[noun] the act of wiggling [noun.act] | move to and fro [verb.motion]
wiggle nail,[noun] a small strip of corrugated steel with sharp points on one side [noun.artifact]
wiggle room,[noun] flexibility of interpretation or of options [noun.attribute]
wiggler,[noun] one who can't stay still (especially a child) [noun.person] | larva of a mosquito [noun.animal]
wiggliness,[noun] a jerky back and forth kind of mobility [noun.attribute]
wiggly,[adjective] curved or curving in and out [adj.all] | moving in a twisting or snake-like or wormlike fashion [adj.all]
wight,[noun] a human being [noun.person] | an isle and county of southern England in the English Channel [noun.object]
wigless,[adjective] not wearing a wig [adj.all]
wigmaker,[noun] someone who makes and sells wigs [noun.person]
wigner,[noun] United States physicist (born in Hungary) noted for his work on the structure of the atom and its nucleus (1902-1995) [noun.person]
wigwag,[verb] send a signal by waving a flag or a light according to a certain code [verb.contact] | signal by or as if by a flag or light waved according to a code [verb.communication]
wigwam,[noun] a Native American lodge frequently having an oval shape and covered with bark or hides [noun.artifact]
wikiup,[noun] a lodge consisting of a frame covered with matting or brush [noun.artifact]
wilbur wright,[noun] United States aviation pioneer who (with his brother Orville Wright) invented the airplane (1867-1912) [noun.person]
wild,[noun] a wild primitive state untouched by civilization [noun.state] | a wild and uninhabited area left in its natural condition [noun.location] | marked by extreme lack of restraint or control [adj.all] | in a natural state [adj.all] | in a state of extreme emotion [adj.all] | deviating widely from an intended course [adj.all] | (of colors or sounds) intensely vivid or loud [adj.all] | without a basis in reason or fact [adj.all] | talking or behaving irrationally [adj.all] | involving risk or danger [adj.all] | fanciful and unrealistic [adj.all] | located in a dismal or remote area [adj.all] | intensely enthusiastic about or preoccupied with [adj.all] | without civilizing influences [adj.all] | (of the elements) as if showing violent anger [adj.all] | in an uncontrolled and rampant manner [adv.all] | in a wild or undomesticated manner [adv.all]
wild angelica,[noun] European herb with compound leaves and white flowers [noun.plant]
wild apple,[noun] any of numerous wild apple trees usually with small acidic fruit [noun.plant]
wild ass,[noun] any of several equine mammals of Asia and northeast Africa [noun.animal]
wild basil,[noun] aromatic herb having heads of small pink or whitish flowers [noun.plant]
wild bean,[noun] a North American vine with fragrant blossoms and edible tubers [noun.plant] | nutlike tuber [noun.food]
wild bergamot,[noun] any of various aromatic herbs of the genus Monarda [noun.plant]
wild bill hickock,[noun] frontier marshal whose adventures have become legendary (1837-1876) [noun.person]
wild blue yonder,[noun] the sky as viewed during daylight [noun.object]
wild boar,[noun] Old World wild swine having a narrow body and prominent tusks from which most domestic swine come [noun.animal]
wild buckwheat,[noun] low-growing shrub with spreading branches and flowers in loose heads [noun.plant]
wild cabbage,[noun] wild original of cultivated cabbages [noun.plant]
wild calla,[noun] plant of wetlands and bogs of temperate regions having small greenish flowers partly enclosed in a white spathe and red berries [noun.plant]
wild card,[noun] an unpredictable factor [noun.event] | a playing card whose value can be determined by the person who holds it [noun.artifact]
wild carrot,[noun] a widely naturalized Eurasian herb with finely cut foliage and white compound umbels of small white or yellowish flowers and thin yellowish roots [noun.plant]
wild cavy,[noun] South American cavy [noun.animal]
wild celery,[noun] herb of Europe and temperate Asia [noun.plant] | submerged aquatic plant with ribbonlike leaves [noun.plant]
wild chamomile,[noun] annual Eurasian herb similar in fragrance and medicinal uses to chamomile though taste is more bitter and effect is considered inferior [noun.plant]
wild cherry,[noun] the fruit of the wild cherry tree [noun.plant] | an uncultivated cherry tree [noun.plant]
wild cherry tree,[noun] an uncultivated cherry tree [noun.plant]
wild chervil,[noun] coarse erect biennial Old World herb introduced as a weed in eastern North America [noun.plant]
wild china tree,[noun] deciduous tree of southwestern United States having pulpy fruit containing saponin [noun.plant]
wild cinnamon,[noun] large evergreen shrub or small tree having white aromatic bark and leathery leaves and small purple to red flowers in terminal cymes [noun.plant] | West Indian tree [noun.plant]
wild clary,[noun] Eurasian sage with blue flowers and foliage like verbena [noun.plant]
wild climbing hempweed,[noun] herb of tropical America having vanilla-scented flowers [noun.plant]
wild coffee,[noun] coarse weedy American perennial herb with large usually perfoliate leaves and purple or dull red flowers [noun.plant]
wild cotton,[noun] shrub of southern Arizona and Mexico [noun.plant]
wild crab,[noun] wild crab apple native to Europe [noun.plant]
wild crocus,[noun] short hairy perennial with early spring blue-violet or lilac flowers [noun.plant]
wild dog,[noun] any of various undomesticated mammals of the family Canidae that are thought to resemble domestic dogs as distinguished from jackals or wolves [noun.animal]
wild duck,[noun] an undomesticated duck (especially a mallard) [noun.animal]
wild emmer,[noun] found wild in Palestine [noun.plant]
wild fig,[noun] a strangler tree native to southern Florida and West Indies [noun.plant] | a West Indies clusia having fig-shaped fruit [noun.plant]
wild flower,[noun] wild or uncultivated flowering plant [noun.plant]
wild garlic,[noun] pungent Old World weedy plant [noun.plant] | pungent Old World wild onion [noun.plant]
wild geranium,[noun] common wild geranium of eastern North America with deeply parted leaves and rose-purple flowers [noun.plant]
wild ginger,[noun] low-growing perennial herb with pungent gingery leaves and rhizomes [noun.plant]
wild goat,[noun] undomesticated goat [noun.animal]
wild hollyhock,[noun] perennial purple-flowered wild mallow of western North America that is also cultivated [noun.plant] | a rare mallow found only in Illinois resembling the common hollyhock and having pale rose-mauve flowers [noun.plant]
wild hop,[noun] bryony having fleshy roots pale green flowers and very small red berries [noun.plant]
wild horse,[noun] undomesticated or feral domestic horse [noun.animal]
wild hyacinth,[noun] sometimes placed in genus Scilla [noun.plant] | eastern camas [noun.plant]
wild hydrangea,[noun] deciduous shrub with creamy white flower clusters [noun.plant]
wild indigo,[noun] any of several plants of the genus Baptisia [noun.plant]
wild leek,[noun] North American perennial having a slender bulb and whitish flowers [noun.plant] | coarse Old World perennial having a large bulb and tall stalk of greenish purple-tinged flowers [noun.plant]
wild licorice,[noun] bedstraw with sweetish roots [noun.plant] | North American plant similar to true licorice and having a root with similar properties [noun.plant] | European perennial [noun.plant]
wild lily of the valley,[noun] evergreen with rounded leaves and very fragrant creamy-white flowers [noun.plant] | North American evergreen with small pinkish bell-shaped flowers and oblong leaves used formerly for shinplasters [noun.plant]
wild liquorice,[noun] North American plant similar to true licorice and having a root with similar properties [noun.plant] | European perennial [noun.plant]
wild lupine,[noun] stout perennial of eastern and central North America having palmate leaves and showy racemose blue flowers [noun.plant]
wild madder,[noun] Eurasian herb with ample panicles of small white flowers [noun.plant]
wild man,[noun] a person who is not socialized [noun.person]
wild mandrake,[noun] North American herb with poisonous root stock and edible though insipid fruit [noun.plant]
wild mango,[noun] African tree with edible yellow fruit resembling mangos [noun.plant]
wild mango tree,[noun] African tree with edible yellow fruit resembling mangos [noun.plant]
wild marjoram,[noun] aromatic Eurasian perennial [noun.plant]
wild meadow lily,[noun] common lily of the eastern United States having nodding yellow or reddish flowers spotted with brown [noun.plant]
wild medlar,[noun] small deciduous tree of southern Africa having edible fruit [noun.plant]
wild medlar tree,[noun] small deciduous tree of southern Africa having edible fruit [noun.plant]
wild morning-glory,[noun] common Eurasian and American wild climber with pink flowers [noun.plant] | weakly climbing European perennial with white or pink flowers [noun.plant]
wild mustard,[noun] weedy Eurasian plant often a pest in grain fields [noun.plant]
wild oat,[noun] common in meadows and pastures [noun.plant]
wild oat grass,[noun] common in meadows and pastures [noun.plant]
wild oats,[noun] any of various plants of the genus Uvularia having yellowish drooping bell-shaped flowers [noun.plant]
wild olive,[noun] erect shrub or climber of India and China with red olivelike fruit [noun.plant]
wild onion,[noun] any of various plants of the genus Allium with edible bulbs found growing wild [noun.plant]
wild orange,[noun] small fast-growing spiny deciduous Chinese orange tree bearing sweetly scented flowers and decorative but inedible fruit: used as a stock in grafting and for hedges [noun.plant] | small flowering evergreen tree of southern United States [noun.plant]
wild ox,[noun] any of various wild bovines especially of the genera Bos or closely related Bibos [noun.animal]
wild pansy,[noun] a common and long cultivated European herb from which most common garden pansies are derived [noun.plant]
wild parsley,[noun] any of various uncultivated umbelliferous plants with foliage resembling that of carrots or parsley [noun.plant]
wild parsnip,[noun] biennial weed in Europe and America having large pinnate leaves and yellow flowers and a bitter and somewhat poisonous root [noun.plant]
wild pea,[noun] any of various plants of the family Leguminosae that usually grow like vines [noun.plant]
wild peach,[noun] large much-branched shrub grown primarily for its evergreen foliage [noun.plant]
wild peanut,[noun] vine widely distributed in eastern North America producing racemes of purple to maroon flowers and abundant (usually subterranean) edible one-seeded pods resembling peanuts [noun.plant]
wild pink,[noun] a bog orchid with usually a solitary fragrant magenta pink blossom with a wide gaping corolla [noun.plant] | perennial of eastern and central North America having short-stalked pink or white flowers in hairy clusters [noun.plant]
wild pitch,[noun] an errant pitch that the catcher cannot be expected to catch and that allows a base runner to advance a base [noun.act]
wild plum,[noun] an uncultivated plum tree or shrub [noun.plant] | fruit of the wild plum of southern United States [noun.food]
wild plum tree,[noun] an uncultivated plum tree or shrub [noun.plant]
wild potato,[noun] erect or spreading perennial of southwestern United States and Mexico bearing small pale brown to cream-colored tubers resembling potatoes [noun.plant]
wild potato vine,[noun] tropical American prostrate or climbing herbaceous perennial having an enormous starchy root [noun.plant]
wild pumpkin,[noun] perennial vine of dry parts of central and southwestern United States and Mexico having small hard mottled green inedible fruit [noun.plant]
wild quinine,[noun] stout perennial herb of the eastern United States with whitish flowers [noun.plant]
wild radish,[noun] Eurasian weed having yellow or mauve or white flowers and podlike fruits [noun.plant]
wild rape,[noun] Eurasian weed having yellow or mauve or white flowers and podlike fruits [noun.plant]
wild raspberry,[noun] the common European raspberry [noun.plant]
wild red oat,[noun] Mediterranean oat held to be progenitor of modern cultivated oat [noun.plant]
wild rice,[noun] perennial aquatic grass of North America bearing grain used for food [noun.plant] | grains of aquatic grass of North America [noun.food]
wild rosemary,[noun] bog shrub of northern and central Europe and eastern Siberia to Korea and Japan [noun.plant]
wild rye,[noun] any of several grasses of the genus Elymus [noun.plant]
wild sage,[noun] Eurasian sage with blue flowers and foliage like verbena [noun.plant]
wild sarsaparilla,[noun] common perennial herb having aromatic roots used as a substitute for sarsaparilla [noun.plant]
wild sarsparilla,[noun] common perennial herb having aromatic roots used as a substitute for sarsaparilla [noun.plant]
wild senna,[noun] North American perennial herb [noun.plant]
wild sensitive plant,[noun] tropical American plant having leaflets somewhat sensitive to the touch [noun.plant]
wild service tree,[noun] European tree bearing edible small speckled brown fruit [noun.plant]
wild sheep,[noun] undomesticated sheep [noun.animal]
wild snapdragon,[noun] common European perennial having showy yellow and orange flowers [noun.plant]
wild spinach,[noun] European plant naturalized in North America [noun.plant] | common weedy European plant introduced into North America [noun.plant] | leafy greens collected from the wild and used as a substitute for spinach [noun.food] | leaves collected from the wild [noun.food]
wild spurge,[noun] common perennial United States spurge having showy white petallike bracts [noun.plant]
wild strawberry,[noun] Europe [noun.plant]
wild sweet pea,[noun] perennial subshrub of eastern North America having downy leaves yellowish and rose flowers and [noun.plant]
wild sweet potato vine,[noun] tropical American prostrate or climbing herbaceous perennial having an enormous starchy root [noun.plant]
wild tamarind,[noun] common thorny tropical American tree having terminal racemes of yellow flowers followed by sickle-shaped or circinate edible pods and yielding good timber and a yellow dye and mucilaginous gum [noun.plant] | a tree of the West Indies and Florida and Mexico [noun.plant]
wild teasel,[noun] European teasel with white to pink flowers [noun.plant]
wild thyme,[noun] aromatic dwarf shrub common on banks and hillsides in Europe [noun.plant]
wild tobacco,[noun] tobacco plant of South America and Mexico [noun.plant]
wild vanilla,[noun] perennial of southeastern United States with leaves having the fragrance of vanilla [noun.plant]
wild water lemon,[noun] tropical American passion flower with finely dissected bracts [noun.plant]
wild west,[noun] the western United States during its frontier period [noun.location]
wild west show,[noun] a spectacular show organized in 1883 by William F. Cody that featured horseback riding and marksmanship on a large scale [noun.act]
wild wheat,[noun] found wild in Palestine [noun.plant]
wild wilkworm,[noun] larva of a saturniid moth [noun.animal]
wild winterpea,[noun] a weak-stemmed winter annual native to Mediterranean region for long established in southern United States [noun.plant]
wild yam,[noun] having a rhizome formerly dried and used to treat rheumatism or liver disorders [noun.plant]
wild yellow lily,[noun] common lily of the eastern United States having nodding yellow or reddish flowers spotted with brown [noun.plant]
wild-eyed,[adjective] appearing extremely agitated [adj.all] | not sensible about practical matters [adj.all]
wild-goose chase,[noun] the fruitless pursuit of something unattainable [noun.act]
wildcat,[noun] an exploratory oil well drilled in land not known to be an oil field [noun.artifact] | a cruelly rapacious person [noun.person] | any small or medium-sized cat resembling the domestic cat and living in the wild [noun.animal] | outside the bounds of legitimate or ethical business practices [adj.all] | without official authorization [adj.all] | (of a mine or oil well) drilled speculatively in an area not known to be productive [adj.all]
wildcat strike,[noun] a strike undertaken by workers without approval from the officials of their union [noun.act]
wildcat well,[noun] an exploratory oil well drilled in land not known to be an oil field [noun.artifact]
wildcatter,[noun] an oilman who drills exploratory wells in territory not known to be an oil field [noun.person]
wilde,[noun] Irish writer and wit (1854-1900) [noun.person]
wilde dagga,[noun] relatively nontoxic South African herb smoked like tobacco [noun.plant]
wildebeest,[noun] large African antelope having a head with horns like an ox and a long tufted tail [noun.animal]
wilder,[noun] United States writer and dramatist (1897-1975) [noun.person] | United States filmmaker (born in Austria) whose dark humor infused many of the films he made (1906-2002) [noun.person]
wilderness,[noun] (politics) a state of disfavor [noun.state] | a wooded region in northeastern Virginia near Spotsylvania where bloody but inconclusive battles were fought in the American Civil War [noun.object] | a wild and uninhabited area left in its natural condition [noun.location] | a bewildering profusion [noun.attribute]
wilderness campaign,[noun] American Civil War [noun.act]
wildfire,[noun] a raging and rapidly spreading conflagration [noun.event]
wildflower,[noun] wild or uncultivated flowering plant [noun.plant]
wildfowl,[noun] flesh of any of a number of wild game birds suitable for food [noun.food]
wilding,[noun] a wild uncultivated plant (especially a wild apple or crabapple tree) [noun.plant] | an outrageous rampage usually involving sexual attacks by men on women [noun.act]
wildlife,[noun] all living things (except people) that are undomesticated [noun.group]
wildly,[adverb] to an extreme or greatly exaggerated degree [adv.all] | in an uncontrolled or unrestrained manner [adv.all] | with violent and uncontrollable passion [adv.all]
wildness,[noun] a feeling of extreme emotional intensity [noun.feeling] | the property of being wild or turbulent [noun.attribute] | an unruly disposition to do as one pleases [noun.attribute] | an intractably barbarous or uncultivated state of nature [noun.attribute]
wile,[noun] the use of tricks to deceive someone (usually to extract money from them) [noun.act]
wiley post,[noun] United States aviator who in 1933 made the first solo flight around the world (1899-1935) [noun.person]
wilful,[adjective] done by design [adj.all] | habitually disposed to disobedience and opposition [adj.all]
wilfully,[adverb] in a willful manner [adv.all]
wilfulness,[noun] the trait of being prone to disobedience and lack of discipline [noun.attribute]
wilhelm apollinaris de kostrowitzki,[noun] French poet [noun.person]
wilhelm eduard weber,[noun] German physicist and brother of E. H. Weber [noun.person]
wilhelm grimm,[noun] the younger of the two Grimm brothers remembered best for their fairy stories (1786-1859) [noun.person]
wilhelm ii,[noun] grandson of Queen Victoria and Kaiser of Germany from 1888 to 1918 [noun.person]
wilhelm karl grimm,[noun] the younger of the two Grimm brothers remembered best for their fairy stories (1786-1859) [noun.person]
wilhelm konrad roentgen,[noun] German physicist who discovered x-rays and developed roentgenography (1845-1923) [noun.person]
wilhelm konrad rontgen,[noun] German physicist who discovered x-rays and developed roentgenography (1845-1923) [noun.person]
wilhelm ostwald,[noun] German chemist (1853-1932) [noun.person]
wilhelm reich,[noun] Austrian born psychoanalyst who lived in the United States [noun.person]
wilhelm richard wagner,[noun] German composer of operas and inventor of the musical drama in which drama and spectacle and music are fused (1813-1883) [noun.person]
wilhelm von opel,[noun] German industrialist who was the first in Germany to use an assembly line in manufacturing automobiles (1871-1948) [noun.person]
wiliness,[noun] shrewdness as demonstrated by being skilled in deception [noun.cognition]
wilkes,[noun] English reformer who published attacks on George III and supported the rights of the American colonists (1727-1797) [noun.person] | United States explorer of Antarctica (1798-1877) [noun.person]
wilkes land,[noun] a coastal region of Antarctica on the Indian Ocean to the south of Australia [noun.location]
wilkie collins,[noun] English writer noted for early detective novels (1824-1889) [noun.person]
wilkins,[noun] United States civil rights leader (1901-1981) [noun.person] | Australian who was the first to explore the Arctic by airplane (1888-1958) [noun.person] | English biochemist who helped discover the structure of DNA (1916-2004) [noun.person]
wilkins micawber,[noun] fictional character created by Charles Dickens [noun.person]
wilkinson,[noun] English chemist honored for his research on pollutants in car exhausts (born in 1921) [noun.person]
will,[noun] the capability of conscious choice and decision and intention [noun.cognition] | a fixed and persistent intent or purpose [noun.cognition] | a legal document declaring a person's wishes regarding the disposal of their property when they die [noun.communication] | decree or ordain [verb.communication] | determine by choice [verb.cognition] | leave or give by will after one's death [verb.possession]
will durant,[noun] United States historian (1885-1981) [noun.person]
will hays,[noun] United States lawyer and politician who formulated a production code that prescribed the moral content of United States films from 1930 to 1966 (1879-1954) [noun.person]
will keith kellog,[noun] United States food manufacturer who (with his brother) developed a breakfast cereal of crisp flakes of rolled and toasted wheat and corn [noun.person]
will power,[noun] the trait of resolutely controlling your own behavior [noun.attribute]
will rogers,[noun] United States humorist remembered for his homespun commentary on politics and American society (1879-1935) [noun.person]
will-o'-the-wisp,[noun] a pale light sometimes seen at night over marshy ground [noun.phenomenon] | an illusion that misleads [noun.cognition]
willa cather,[noun] United States writer who wrote about frontier life (1873-1947) [noun.person]
willa sibert cather,[noun] United States writer who wrote about frontier life (1873-1947) [noun.person]
willamette,[noun] a river in western Oregon that flows north into the Columbia River near Portland [noun.object]
willamette river,[noun] a river in western Oregon that flows north into the Columbia River near Portland [noun.object]
willard,[noun] United States advocate of temperance and women's suffrage (1839-1898) [noun.person] | United States educator who was an early campaigner for higher education for women (1787-1870) [noun.person]
willard frank libby,[noun] United States chemist who developed a method of radiocarbon dating (1908-1980) [noun.person]
willard huntington wright,[noun] United States writer of detective novels (1888-1939) [noun.person]
willard van orman quine,[noun] United States philosopher and logician who championed an empirical view of knowledge that depended on language (1908-2001) [noun.person]
willebrand,[noun] Finnish physician who first described vascular hemophilia (1870-1949) [noun.person]
willem de kooning,[noun] United States painter (born in the Netherlands) who was a leading American exponent of abstract expressionism (1904-1997) [noun.person]
willem de sitter,[noun] Dutch astronomer who calculated the size of the universe and suggested that it is expanding (1872-1934) [noun.person]
willem einthoven,[noun] Dutch physiologist who devised the first electrocardiograph (1860-1927) [noun.person]
willet,[noun] large North American shorebird of eastern and Gulf Coasts [noun.animal]
willful,[adjective] done by design [adj.all] | habitually disposed to disobedience and opposition [adj.all]
willful neglect,[noun] a tendency to be negligent and uncaring [noun.attribute]
willfully,[adverb] in a willful manner [adv.all]
willfulness,[noun] the trait of being prone to disobedience and lack of discipline [noun.attribute]
william a. craigie,[noun] English lexicographer who was a joint editor of the Oxford English Dictionary (1872-1966) [noun.person]
william and mary,[noun] joint monarchs of England [noun.group]
william ashley sunday,[noun] United States evangelist (1862-1935) [noun.person]
william augustus,[noun] English general [noun.person]
william averell harriman,[noun] United States financier who negotiated a treaty with the Soviet Union banning tests of nuclear weapons (1891-1986) [noun.person]
william beaumont,[noun] United States surgeon remembered for his studies of digestion (1785-1853) [noun.person]
william benjamin hogan,[noun] United States golfer who won many major golf tournaments (1912-1997) [noun.person]
william blake,[noun] visionary British poet and painter (1757-1827) [noun.person]
william bligh,[noun] British admiral [noun.person]
william bradford,[noun] United States printer (born in England) whose press produced the first American prayer book and the New York City's first newspaper (1663-1752) [noun.person]
william bradford shockley,[noun] United States physicist (born in England) who contributed to the development of the electronic transistor (1910-1989) [noun.person]
william burroughs,[noun] United States writer noted for his works portraying the life of drug addicts (1914-1997) [noun.person]
william butler yeats,[noun] Irish poet and dramatist (1865-1939) [noun.person]
william butterfield,[noun] English architect who designed many churches (1814-1900) [noun.person]
william byrd,[noun] English organist and composer of church music [noun.person]
william carlos williams,[noun] United States poet (1883-1963) [noun.person]
william caxton,[noun] English printer who in 1474 printed the first book in English (1422-1491) [noun.person]
william chambers,[noun] English architect (1723-1796) [noun.person]
william christopher handy,[noun] United States blues musician who transcribed and published traditional blues music (1873-1958) [noun.person]
william claire menninger,[noun] United States psychiatrist and son of Charles Menninger (1899-1966) [noun.person]
william clark,[noun] United States explorer who (with Meriwether Lewis) led an expedition from St. Louis to the mouth of the Columbia River [noun.person]
william clark gable,[noun] United States film actor (1901-1960) [noun.person]
william claude dukenfield,[noun] United States comedian and film actor (1880-1946) [noun.person]
william congreve,[noun] English playwright remembered for his comedies (1670-1729) [noun.person]
william cowper,[noun] English surgeon who discovered Cowper's gland (1666-1709) [noun.person] | English poet who wrote hymns and poetry about nature (1731-1800) [noun.person]
william crawford gorgas,[noun] United States Army surgeon who suppressed yellow fever in Havana and in the Panama Canal Zone (1854-1920) [noun.person]
william crookes,[noun] English chemist and physicist [noun.person]
william curtis,[noun] English botanical writer and publisher (1746-1799) [noun.person]
william cuthbert faulkner,[noun] United States novelist (originally Falkner) who wrote about people in the southern United States (1897-1962) [noun.person]
william dawes,[noun] American patriot who rode with Paul Revere to warn that the British were advancing on Lexington and Concord (1745-1799) [noun.person]
william dean howells,[noun] United States writer and editor (1837-1920) [noun.person]
william dudley haywood,[noun] United States labor leader and militant socialist who was one of the founders of the Industrial Workers of the World (1869-1928) [noun.person]
william edward burghardt du bois,[noun] United States civil rights leader and political activist who campaigned for equality for Black Americans (1868-1963) [noun.person]
william ewart gladstone,[noun] liberal British statesman who served as prime minister four times (1809-1898) [noun.person]
william f. cody,[noun] United States showman famous for his Wild West Show (1846-1917) [noun.person]
